id,Smell,x,y
640,0.672111511,537004.481,180761.634
642,0.809131622,537004.481,180741.634
643,0.682542801,537004.481,180731.634
644,0.666555047,537004.481,180721.634
646,0.77029705,537004.481,180701.634
648,0.673502684,537004.481,180681.634
650,0.729296505,537004.481,180661.634
652,0.707358956,537004.481,180641.634
654,0.710708976,537004.481,180621.634
657,0.66562289,537004.481,180591.634
748,0.653497338,537004.481,179681.634
756,0.673441827,537004.481,179601.634
760,0.667799592,537004.481,179561.634
761,0.653683305,537004.481,179551.634
764,0.658008933,537004.481,179521.634
769,0.685829699,537004.481,179471.634
794,0.650611043,537004.481,179221.634
802,0.650220215,537004.481,179141.634
858,0.672607183,537004.481,178581.634
862,0.680438936,537004.481,178541.634
866,0.677714229,537004.481,178501.634
870,0.686994672,537004.481,178461.634
874,0.682620823,537004.481,178421.634
878,0.687325716,537004.481,178381.634
882,0.68483305,537004.481,178341.634
886,0.667508543,537004.481,178301.634
901,0.712432384,537014.481,181151.634
903,0.710641086,537014.481,181131.634
904,0.675072134,537014.481,181121.634
905,0.756704628,537014.481,181111.634
906,0.744411707,537014.481,181101.634
907,0.719689488,537014.481,181091.634
908,0.676625967,537014.481,181081.634
909,0.760897756,537014.481,181071.634
910,0.707038403,537014.481,181061.634
911,0.757917225,537014.481,181051.634
912,0.674000978,537014.481,181041.634
913,0.774470091,537014.481,181031.634
914,0.721212685,537014.481,181021.634
915,0.73054266,537014.481,181011.634
916,0.669945002,537014.481,181001.634
917,0.761550725,537014.481,180991.634
918,0.704552412,537014.481,180981.634
919,0.76134944,537014.481,180971.634
920,0.68097502,537014.481,180961.634
921,0.761719346,537014.481,180951.634
922,0.725063086,537014.481,180941.634
923,0.74661231,537014.481,180931.634
924,0.675361097,537014.481,180921.634
925,0.760394335,537014.481,180911.634
926,0.677961349,537014.481,180901.634
927,0.798343062,537014.481,180891.634
928,0.709677458,537014.481,180881.634
929,0.76866138,537014.481,180871.634
930,0.704574466,537014.481,180861.634
931,0.761182189,537014.481,180851.634
932,0.664878368,537014.481,180841.634
933,0.739591181,537014.481,180831.634
934,0.695161462,537014.481,180821.634
935,0.790583611,537014.481,180811.634
936,0.678137302,537014.481,180801.634
937,0.764111876,537014.481,180791.634
938,0.764287114,537014.481,180781.634
939,0.771645904,537014.481,180771.634
940,0.678834558,537014.481,180761.634
941,0.750994205,537014.481,180751.634
942,0.686316133,537014.481,180741.634
943,0.738564968,537014.481,180731.634
948,0.726826549,537014.481,180681.634
949,0.656692982,537014.481,180671.634
950,0.752577424,537014.481,180661.634
952,0.652259886,537014.481,180641.634
954,0.674919724,537014.481,180621.634
956,0.663711131,537014.481,180601.634
958,0.663563967,537014.481,180581.634
970,0.650122285,537014.481,180461.634
978,0.6504879,537014.481,180381.634
986,0.651028812,537014.481,180301.634
994,0.650091827,537014.481,180221.634
1002,0.651082754,537014.481,180141.634
1006,0.649814188,537014.481,180101.634
1010,0.650390029,537014.481,180061.634
1018,0.650662363,537014.481,179981.634
1026,0.654372931,537014.481,179901.634
1034,0.657673001,537014.481,179821.634
1038,0.651788116,537014.481,179781.634
1042,0.656618357,537014.481,179741.634
1058,0.649909377,537014.481,179581.634
1059,0.64814806,537014.481,179571.634
1060,0.672249198,537014.481,179561.634
1065,0.653566599,537014.481,179511.634
1110,0.663014531,537014.481,179061.634
1111,0.662997067,537014.481,179051.634
1112,0.651306272,537014.481,179041.634
1114,0.663959622,537014.481,179021.634
1122,0.660093367,537014.481,178941.634
1126,0.648586154,537014.481,178901.634
1130,0.670373797,537014.481,178861.634
1138,0.649302363,537014.481,178781.634
1146,0.649579525,537014.481,178701.634
1202,0.662774384,537024.481,181141.634
1203,0.675422072,537024.481,181131.634
1204,0.770996273,537024.481,181121.634
1206,0.755866826,537024.481,181101.634
1208,0.754012942,537024.481,181081.634
1210,0.737676263,537024.481,181061.634
1212,0.787167668,537024.481,181041.634
1214,0.759779274,537024.481,181021.634
1216,0.751411855,537024.481,181001.634
1218,0.73487401,537024.481,180981.634
1220,0.778479934,537024.481,180961.634
1222,0.75286597,537024.481,180941.634
1224,0.762700677,537024.481,180921.634
1226,0.756186187,537024.481,180901.634
1228,0.788260937,537024.481,180881.634
1230,0.76766324,537024.481,180861.634
1232,0.758754373,537024.481,180841.634
1233,0.650770545,537024.481,180831.634
1234,0.753122866,537024.481,180821.634
1236,0.771199822,537024.481,180801.634
1238,0.760288179,537024.481,180781.634
1240,0.665536702,537024.481,180761.634
1242,0.729446352,537024.481,180741.634
1244,0.692614496,537024.481,180721.634
1246,0.7388466,537024.481,180701.634
1248,0.698265314,537024.481,180681.634
1250,0.685156882,537024.481,180661.634
1252,0.675212741,537024.481,180641.634
1260,0.651546836,537024.481,180561.634
1268,0.649627507,537024.481,180481.634
1272,0.648971915,537024.481,180441.634
1284,0.649542749,537024.481,180321.634
1288,0.648385644,537024.481,180281.634
1292,0.648474395,537024.481,180241.634
1300,0.649900258,537024.481,180161.634
1308,0.649898171,537024.481,180081.634
1316,0.650790811,537024.481,180001.634
1320,0.648162127,537024.481,179961.634
1328,0.650727451,537024.481,179881.634
1332,0.654859245,537024.481,179841.634
1336,0.650675952,537024.481,179801.634
1340,0.648151517,537024.481,179761.634
1348,0.659940124,537024.481,179681.634
1350,0.655973732,537024.481,179661.634
1352,0.648488939,537024.481,179641.634
1356,0.676880598,537024.481,179601.634
1358,0.660818756,537024.481,179581.634
1360,0.648820639,537024.481,179561.634
1364,0.658982456,537024.481,179521.634
1378,0.654577494,537024.481,179381.634
1386,0.651954114,537024.481,179301.634
1406,0.658437371,537024.481,179101.634
1410,0.673505425,537024.481,179061.634
1428,0.657938063,537024.481,178881.634
1432,0.650850177,537024.481,178841.634
1436,0.648332834,537024.481,178801.634
1452,0.659636378,537024.481,178641.634
1458,0.668773234,537024.481,178581.634
1462,0.673026443,537024.481,178541.634
1466,0.676273942,537024.481,178501.634
1470,0.649992049,537024.481,178461.634
1474,0.660598636,537024.481,178421.634
1478,0.648980677,537024.481,178381.634
1482,0.655652225,537024.481,178341.634
1484,0.64862287,537024.481,178321.634
1486,0.655542076,537024.481,178301.634
1504,0.670411348,537034.481,181121.634
1505,0.702177107,537034.481,181111.634
1506,0.648207366,537034.481,181101.634
1507,0.658512175,537034.481,181091.634
1509,0.686069369,537034.481,181071.634
1510,0.685606718,537034.481,181061.634
1511,0.65863651,537034.481,181051.634
1512,0.66940403,537034.481,181041.634
1513,0.739938855,537034.481,181031.634
1514,0.650950313,537034.481,181021.634
1517,0.679375291,537034.481,180991.634
1518,0.683702707,537034.481,180981.634
1519,0.673250675,537034.481,180971.634
1520,0.684344232,537034.481,180961.634
1521,0.734270096,537034.481,180951.634
1522,0.660076976,537034.481,180941.634
1523,0.663909018,537034.481,180931.634
1525,0.716966391,537034.481,180911.634
1526,0.6639539,537034.481,180901.634
1527,0.732887328,537034.481,180891.634
1528,0.715643167,537034.481,180881.634
1529,0.779658139,537034.481,180871.634
1530,0.683259249,537034.481,180861.634
1531,0.68244493,537034.481,180851.634
1532,0.687490165,537034.481,180841.634
1533,0.739510119,537034.481,180831.634
1534,0.668696344,537034.481,180821.634
1535,0.682980716,537034.481,180811.634
1536,0.682922065,537034.481,180801.634
1537,0.71142602,537034.481,180791.634
1538,0.683805048,537034.481,180781.634
1539,0.663471699,537034.481,180771.634
1544,0.728295982,537034.481,180721.634
1546,0.714430094,537034.481,180701.634
1554,0.65002954,537034.481,180621.634
1562,0.65785563,537034.481,180541.634
1566,0.648417592,537034.481,180501.634
1570,0.653332949,537034.481,180461.634
1574,0.648549199,537034.481,180421.634
1578,0.655973077,537034.481,180381.634
1586,0.654095829,537034.481,180301.634
1594,0.655334711,537034.481,180221.634
1602,0.652053177,537034.481,180141.634
1610,0.652500927,537034.481,180061.634
1618,0.653170109,537034.481,179981.634
1622,0.648654222,537034.481,179941.634
1626,0.656818926,537034.481,179901.634
1634,0.655283928,537034.481,179821.634
1638,0.648454547,537034.481,179781.634
1642,0.671252608,537034.481,179741.634
1650,0.677904725,537034.481,179661.634
1677,0.648478508,537034.481,179391.634
1689,0.649965525,537034.481,179271.634
1697,0.655485511,537034.481,179191.634
1701,0.665576398,537034.481,179151.634
1705,0.651588798,537034.481,179111.634
1726,0.649444759,537034.481,178901.634
1730,0.666171372,537034.481,178861.634
1734,0.659433603,537034.481,178821.634
1742,0.648381472,537034.481,178741.634
1804,0.75194633,537044.481,181121.634
1806,0.759097099,537044.481,181101.634
1807,0.675993204,537044.481,181091.634
1808,0.730086684,537044.481,181081.634
1810,0.747173667,537044.481,181061.634
1811,0.671948373,537044.481,181051.634
1812,0.760379672,537044.481,181041.634
1814,0.763498247,537044.481,181021.634
1815,0.702230811,537044.481,181011.634
1816,0.73019439,537044.481,181001.634
1818,0.745866299,537044.481,180981.634
1819,0.658424437,537044.481,180971.634
1820,0.749412775,537044.481,180961.634
1822,0.756309867,537044.481,180941.634
1823,0.691915989,537044.481,180931.634
1824,0.734920979,537044.481,180921.634
1826,0.740288198,537044.481,180901.634
1827,0.680256367,537044.481,180891.634
1828,0.744304538,537044.481,180881.634
1830,0.744323015,537044.481,180861.634
1831,0.742117524,537044.481,180851.634
1832,0.725595057,537044.481,180841.634
1833,0.668115735,537044.481,180831.634
1834,0.749675989,537044.481,180821.634
1835,0.738196075,537044.481,180811.634
1836,0.706125617,537044.481,180801.634
1838,0.746905804,537044.481,180781.634
1839,0.719754696,537044.481,180771.634
1840,0.687296927,537044.481,180761.634
1842,0.750566959,537044.481,180741.634
1844,0.710788667,537044.481,180721.634
1847,0.6496014,537044.481,180691.634
1961,0.665826499,537044.481,179551.634
1963,0.651802063,537044.481,179531.634
2007,0.648240209,537044.481,179091.634
2010,0.673962414,537044.481,179061.634
2013,0.67694509,537044.481,179031.634
2017,0.670034409,537044.481,178991.634
2058,0.70940876,537044.481,178581.634
2059,0.679135442,537044.481,178571.634
2062,0.650404036,537044.481,178541.634
2078,0.649638176,537044.481,178381.634
2087,0.656699836,537044.481,178291.634
2101,0.704040229,537054.481,181151.634
2103,0.699362636,537054.481,181131.634
2104,0.662494183,537054.481,181121.634
2105,0.764606595,537054.481,181111.634
2106,0.660645545,537054.481,181101.634
2107,0.757395208,537054.481,181091.634
2108,0.695537031,537054.481,181081.634
2109,0.760781705,537054.481,181071.634
2110,0.717452586,537054.481,181061.634
2111,0.736300409,537054.481,181051.634
2112,0.682520509,537054.481,181041.634
2113,0.769803822,537054.481,181031.634
2114,0.662943482,537054.481,181021.634
2115,0.758872867,537054.481,181011.634
2116,0.690634966,537054.481,181001.634
2117,0.766204894,537054.481,180991.634
2118,0.703130484,537054.481,180981.634
2119,0.727222502,537054.481,180971.634
2120,0.69734776,537054.481,180961.634
2121,0.771153092,537054.481,180951.634
2122,0.659644365,537054.481,180941.634
2123,0.746542871,537054.481,180931.634
2124,0.693767667,537054.481,180921.634
2125,0.774990797,537054.481,180911.634
2126,0.672656894,537054.481,180901.634
2127,0.756213546,537054.481,180891.634
2128,0.69873637,537054.481,180881.634
2129,0.745556176,537054.481,180871.634
2131,0.789332449,537054.481,180851.634
2132,0.68656975,537054.481,180841.634
2133,0.754644513,537054.481,180831.634
2134,0.701664925,537054.481,180821.634
2135,0.767313957,537054.481,180811.634
2136,0.752798438,537054.481,180801.634
2137,0.741329312,537054.481,180791.634
2138,0.660505891,537054.481,180781.634
2139,0.683107376,537054.481,180771.634
2140,0.724990726,537054.481,180761.634
2141,0.658784032,537054.481,180751.634
2142,0.68771857,537054.481,180741.634
2144,0.683915317,537054.481,180721.634
2146,0.684651136,537054.481,180701.634
2148,0.651441455,537054.481,180681.634
2152,0.655561745,537054.481,180641.634
2154,0.66210413,537054.481,180621.634
2162,0.657036185,537054.481,180541.634
2170,0.648891091,537054.481,180461.634
2178,0.650975764,537054.481,180381.634
2186,0.650819659,537054.481,180301.634
2194,0.650245965,537054.481,180221.634
2226,0.65409863,537054.481,179901.634
2234,0.649208665,537054.481,179821.634
2247,0.67010653,537054.481,179691.634
2249,0.700644314,537054.481,179671.634
2251,0.665145755,537054.481,179651.634
2261,0.688914418,537054.481,179551.634
2321,0.651304603,537054.481,178951.634
2323,0.664472222,537054.481,178931.634
2326,0.659236312,537054.481,178901.634
2327,0.658823133,537054.481,178891.634
2338,0.663931966,537054.481,178781.634
2342,0.653738379,537054.481,178741.634
2346,0.650180101,537054.481,178701.634
2402,0.65768981,537064.481,181141.634
2403,0.695788205,537064.481,181131.634
2404,0.772446156,537064.481,181121.634
2406,0.717375994,537064.481,181101.634
2408,0.770467997,537064.481,181081.634
2410,0.722347617,537064.481,181061.634
2412,0.762272,537064.481,181041.634
2414,0.712623,537064.481,181021.634
2416,0.769357741,537064.481,181001.634
2418,0.728882074,537064.481,180981.634
2420,0.754058361,537064.481,180961.634
2422,0.70862329,537064.481,180941.634
2424,0.781934381,537064.481,180921.634
2426,0.712419093,537064.481,180901.634
2428,0.776104093,537064.481,180881.634
2430,0.704130054,537064.481,180861.634
2431,0.659186602,537064.481,180851.634
2432,0.764721513,537064.481,180841.634
2433,0.658097804,537064.481,180831.634
2434,0.749120474,537064.481,180821.634
2438,0.7398628,537064.481,180781.634
2440,0.694066644,537064.481,180761.634
2442,0.649169087,537064.481,180741.634
2444,0.670363903,537064.481,180721.634
2468,0.650791228,537064.481,180481.634
2484,0.648093939,537064.481,180321.634
2530,0.648168325,537064.481,179861.634
2544,0.663949251,537064.481,179721.634
2547,0.6517452,537064.481,179691.634
2551,0.649506569,537064.481,179651.634
2564,0.650940537,537064.481,179521.634
2570,0.655544162,537064.481,179461.634
2578,0.657945335,537064.481,179381.634
2586,0.654495478,537064.481,179301.634
2594,0.656330943,537064.481,179221.634
2602,0.652480483,537064.481,179141.634
2610,0.669900358,537064.481,179061.634
2623,0.653897882,537064.481,178931.634
2636,0.660135508,537064.481,178801.634
2638,0.650688767,537064.481,178781.634
2640,0.659373045,537064.481,178761.634
2648,0.649478018,537064.481,178681.634
2652,0.650415838,537064.481,178641.634
2657,0.657194138,537064.481,178591.634
2658,0.67728883,537064.481,178581.634
2661,0.665977955,537064.481,178551.634
2662,0.685328126,537064.481,178541.634
2664,0.717983365,537064.481,178521.634
2665,0.675992966,537064.481,178511.634
2666,0.689199209,537064.481,178501.634
2668,0.654258192,537064.481,178481.634
2670,0.672463894,537064.481,178461.634
2672,0.655213833,537064.481,178441.634
2674,0.675835967,537064.481,178421.634
2678,0.658474088,537064.481,178381.634
2680,0.655480266,537064.481,178361.634
2682,0.652536988,537064.481,178341.634
2686,0.66511327,537064.481,178301.634
2703,0.66049546,537074.481,181131.634
2705,0.708744645,537074.481,181111.634
2707,0.674995065,537074.481,181091.634
2708,0.66102612,537074.481,181081.634
2709,0.698076427,537074.481,181071.634
2710,0.666965604,537074.481,181061.634
2711,0.669256687,537074.481,181051.634
2712,0.659840107,537074.481,181041.634
2713,0.677898526,537074.481,181031.634
2714,0.659810543,537074.481,181021.634
2716,0.673347116,537074.481,181001.634
2717,0.684704065,537074.481,180991.634
2718,0.669433951,537074.481,180981.634
2719,0.669422925,537074.481,180971.634
2720,0.669582605,537074.481,180961.634
2721,0.687091291,537074.481,180951.634
2722,0.65457207,537074.481,180941.634
2724,0.659809828,537074.481,180921.634
2725,0.749303937,537074.481,180911.634
2726,0.684354663,537074.481,180901.634
2727,0.712274969,537074.481,180891.634
2728,0.675294876,537074.481,180881.634
2729,0.746022761,537074.481,180871.634
2730,0.664093912,537074.481,180861.634
2731,0.678525686,537074.481,180851.634
2732,0.684305072,537074.481,180841.634
2733,0.732421756,537074.481,180831.634
2734,0.724808574,537074.481,180821.634
2735,0.677791893,537074.481,180811.634
2736,0.648192525,537074.481,180801.634
2738,0.719203115,537074.481,180781.634
2740,0.674980998,537074.481,180761.634
2742,0.652397156,537074.481,180741.634
2746,0.651599169,537074.481,180701.634
2754,0.650595188,537074.481,180621.634
2758,0.651921988,537074.481,180581.634
2766,0.64881146,537074.481,180501.634
2774,0.653560281,537074.481,180421.634
2782,0.65085727,537074.481,180341.634
2790,0.652186632,537074.481,180261.634
2841,0.66098702,537074.481,179751.634
2842,0.650971055,537074.481,179741.634
2845,0.665884852,537074.481,179711.634
2846,0.652374029,537074.481,179701.634
2847,0.652314544,537074.481,179691.634
2849,0.688203573,537074.481,179671.634
2865,0.660871089,537074.481,179511.634
2910,0.674919426,537074.481,179061.634
2921,0.654669225,537074.481,178951.634
2925,0.654051065,537074.481,178911.634
2934,0.650554121,537074.481,178821.634
2938,0.662987769,537074.481,178781.634
2942,0.657143712,537074.481,178741.634
2957,0.65558672,537074.481,178591.634
2958,0.656718433,537074.481,178581.634
3003,0.66718924,537084.481,181131.634
3004,0.785987496,537084.481,181121.634
3006,0.716611862,537084.481,181101.634
3007,0.671927214,537084.481,181091.634
3008,0.724952757,537084.481,181081.634
3009,0.653745174,537084.481,181071.634
3010,0.718933702,537084.481,181061.634
3011,0.695566416,537084.481,181051.634
3012,0.740358531,537084.481,181041.634
3014,0.728394449,537084.481,181021.634
3015,0.683270991,537084.481,181011.634
3016,0.713242292,537084.481,181001.634
3018,0.729397655,537084.481,180981.634
3019,0.691622257,537084.481,180971.634
3020,0.759330869,537084.481,180961.634
3022,0.745180011,537084.481,180941.634
3023,0.679945111,537084.481,180931.634
3024,0.733814359,537084.481,180921.634
3026,0.735911131,537084.481,180901.634
3027,0.733113885,537084.481,180891.634
3028,0.751877785,537084.481,180881.634
3030,0.750633836,537084.481,180861.634
3031,0.722265184,537084.481,180851.634
3032,0.707372904,537084.481,180841.634
3033,0.655580461,537084.481,180831.634
3034,0.689221203,537084.481,180821.634
3035,0.737324655,537084.481,180811.634
3036,0.700308204,537084.481,180801.634
3038,0.671107233,537084.481,180781.634
3039,0.665020287,537084.481,180771.634
3040,0.660494685,537084.481,180761.634
3044,0.675517321,537084.481,180721.634
3166,0.664179087,537084.481,179501.634
3213,0.654559314,537084.481,179031.634
3229,0.652329445,537084.481,178871.634
3262,0.67629087,537084.481,178541.634
3266,0.668493092,537084.481,178501.634
3267,0.685121238,537084.481,178491.634
3270,0.685298085,537084.481,178461.634
3271,0.675634265,537084.481,178451.634
3274,0.652949333,537084.481,178421.634
3301,0.694580734,537094.481,181151.634
3303,0.704388797,537094.481,181131.634
3304,0.69007957,537094.481,181121.634
3305,0.759407997,537094.481,181111.634
3306,0.746346891,537094.481,181101.634
3307,0.735634208,537094.481,181091.634
3308,0.709635973,537094.481,181081.634
3309,0.721763492,537094.481,181071.634
3310,0.732557297,537094.481,181061.634
3311,0.747244418,537094.481,181051.634
3312,0.674623072,537094.481,181041.634
3313,0.778475523,537094.481,181031.634
3314,0.722183526,537094.481,181021.634
3315,0.736219883,537094.481,181011.634
3316,0.700458348,537094.481,181001.634
3317,0.727376521,537094.481,180991.634
3318,0.749716282,537094.481,180981.634
3319,0.741387129,537094.481,180971.634
3320,0.672542214,537094.481,180961.634
3321,0.770254672,537094.481,180951.634
3322,0.70745784,537094.481,180941.634
3323,0.737200141,537094.481,180931.634
3324,0.699228287,537094.481,180921.634
3325,0.735755324,537094.481,180911.634
3326,0.709116697,537094.481,180901.634
3327,0.771568418,537094.481,180891.634
3328,0.697454989,537094.481,180881.634
3329,0.763777375,537094.481,180871.634
3330,0.696670175,537094.481,180861.634
3331,0.732526064,537094.481,180851.634
3332,0.703275323,537094.481,180841.634
3333,0.688550591,537094.481,180831.634
3334,0.668823481,537094.481,180821.634
3335,0.702089906,537094.481,180811.634
3336,0.709197879,537094.481,180801.634
3338,0.697385311,537094.481,180781.634
3340,0.668204665,537094.481,180761.634
3342,0.677205622,537094.481,180741.634
3346,0.656585455,537094.481,180701.634
3350,0.659419954,537094.481,180661.634
3354,0.653369963,537094.481,180621.634
3362,0.648306251,537094.481,180541.634
3366,0.650532842,537094.481,180501.634
3370,0.650221229,537094.481,180461.634
3386,0.651138842,537094.481,180301.634
3404,0.668002486,537094.481,180121.634
3405,0.667754889,537094.481,180111.634
3406,0.664688289,537094.481,180101.634
3409,0.656508207,537094.481,180071.634
3411,0.665174305,537094.481,180051.634
3413,0.678389549,537094.481,180031.634
3415,0.665533781,537094.481,180011.634
3417,0.67401278,537094.481,179991.634
3419,0.679205418,537094.481,179971.634
3421,0.684413671,537094.481,179951.634
3423,0.680765569,537094.481,179931.634
3425,0.653540254,537094.481,179911.634
3439,0.66696763,537094.481,179771.634
3441,0.692058384,537094.481,179751.634
3443,0.713961482,537094.481,179731.634
3444,0.655766249,537094.481,179721.634
3445,0.716161609,537094.481,179711.634
3447,0.715621889,537094.481,179691.634
3448,0.650740385,537094.481,179681.634
3449,0.709040403,537094.481,179671.634
3451,0.712511599,537094.481,179651.634
3453,0.665972114,537094.481,179631.634
3459,0.658065379,537094.481,179571.634
3461,0.650686979,537094.481,179551.634
3462,0.680825651,537094.481,179541.634
3463,0.650394917,537094.481,179531.634
3465,0.667328775,537094.481,179511.634
3533,0.661481023,537094.481,178831.634
3535,0.672073841,537094.481,178811.634
3540,0.648681045,537094.481,178761.634
3542,0.672827661,537094.481,178741.634
3546,0.671422899,537094.481,178701.634
3550,0.651233375,537094.481,178661.634
3560,0.687003076,537094.481,178561.634
3562,0.651812911,537094.481,178541.634
3564,0.648492873,537094.481,178521.634
3566,0.650135875,537094.481,178501.634
3602,0.692881405,537104.481,181141.634
3603,0.661618233,537104.481,181131.634
3604,0.78943944,537104.481,181121.634
3606,0.764383316,537104.481,181101.634
3608,0.765377223,537104.481,181081.634
3610,0.755642772,537104.481,181061.634
3612,0.809462547,537104.481,181041.634
3614,0.755949736,537104.481,181021.634
3616,0.784517229,537104.481,181001.634
3618,0.749128878,537104.481,180981.634
3620,0.810578406,537104.481,180961.634
3622,0.758309841,537104.481,180941.634
3624,0.779616654,537104.481,180921.634
3626,0.78346765,537104.481,180901.634
3628,0.812963486,537104.481,180881.634
3630,0.793631911,537104.481,180861.634
3632,0.750315189,537104.481,180841.634
3634,0.731619239,537104.481,180821.634
3636,0.676357567,537104.481,180801.634
3638,0.689704657,537104.481,180781.634
3652,0.649227023,537104.481,180641.634
3654,0.649574697,537104.481,180621.634
3656,0.649803519,537104.481,180601.634
3660,0.650539815,537104.481,180561.634
3662,0.650630355,537104.481,180541.634
3664,0.652257502,537104.481,180521.634
3668,0.65010184,537104.481,180481.634
3670,0.653557658,537104.481,180461.634
3672,0.648762465,537104.481,180441.634
3676,0.65287292,537104.481,180401.634
3678,0.652280331,537104.481,180381.634
3680,0.652420163,537104.481,180361.634
3684,0.649368644,537104.481,180321.634
3686,0.651829898,537104.481,180301.634
3688,0.649943352,537104.481,180281.634
3692,0.656031609,537104.481,180241.634
3694,0.657721341,537104.481,180221.634
3696,0.649462402,537104.481,180201.634
3700,0.658855379,537104.481,180161.634
3734,0.662750721,537104.481,179821.634
3736,0.695474684,537104.481,179801.634
3739,0.673945308,537104.481,179771.634
3741,0.648206949,537104.481,179751.634
3747,0.663127661,537104.481,179691.634
3749,0.667937815,537104.481,179671.634
3766,0.650355101,537104.481,179501.634
3778,0.651470363,537104.481,179381.634
3802,0.656034112,537104.481,179141.634
3806,0.649494946,537104.481,179101.634
3818,0.655271411,537104.481,178981.634
3822,0.666959941,537104.481,178941.634
3826,0.678844035,537104.481,178901.634
3834,0.649348795,537104.481,178821.634
3846,0.650357127,537104.481,178701.634
3848,0.664329588,537104.481,178681.634
3854,0.655199826,537104.481,178621.634
3865,0.656925082,537104.481,178511.634
3866,0.668954432,537104.481,178501.634
3868,0.663173795,537104.481,178481.634
3869,0.649330735,537104.481,178471.634
3870,0.661810279,537104.481,178461.634
3872,0.685637474,537104.481,178441.634
3873,0.714703143,537104.481,178431.634
3874,0.728666842,537104.481,178421.634
3876,0.667159677,537104.481,178401.634
3878,0.671114028,537104.481,178381.634
3880,0.652307928,537104.481,178361.634
3882,0.671291947,537104.481,178341.634
3886,0.675666928,537104.481,178301.634
3904,0.66713655,537114.481,181121.634
3905,0.675943196,537114.481,181111.634
3906,0.681331754,537114.481,181101.634
3907,0.649805248,537114.481,181091.634
3908,0.656010151,537114.481,181081.634
3909,0.665984213,537114.481,181071.634
