id,NightEconomy_10m_None,HousingDensity_10m_None,GreenSpace_10m_None,BuildingHeights_10m_None,SpaceSyntax_10m_choice_ASA216_T10,Supermarkets_10m (1)_id_count,noise sum_10m_NoiseClass10m,Test_intergration_None,BuilingArea_10m_None
5888,"505",2.458,,,,,,,
5889,"505",2.458,,,,,,,
5890,"505",2.458,,,,,,,
5891,"505",2.458,,13.4076013847,,,57.5,,"72.0"
5892,"505",2.458,,13.4076013847,,,62.5,,"13.0"
5893,"505",2.458,,,,,62.5,,
5894,"505",2.458,,,,,62.5,,
5895,"505",2.458,,,,,62.5,,
5896,"505",2.458,,,,,62.5,,
5897,"505",2.458,,,,,62.5,,
5898,"505",2.458,,,,,67.5,,
5899,"505",2.458,,,,,67.5,,
5900,"505",2.458,,,"6778",,72.5,221.9957,
5901,"505",2.458,,,,,72.5,,
5902,"505",2.458,,,"119423",,72.5,254.2852,
5903,"505",2.458,,,"119423",,72.5,254.2852,
5904,"505",2.458,,,,,67.5,,
5905,"505",2.458,,,,,67.5,,
5906,"505",2.458,,,,,67.5,,
5907,"505",2.458,,,,,67.5,,
5908,"505",2.458,,,,,67.5,,
5909,"505",2.458,,,,,67.5,,
5910,"505",2.458,,,,,67.5,,
5911,"505",2.458,,,,,62.5,,
5912,"505",2.458,,,,,62.5,,
5913,"505",2.458,,,,,62.5,,
5914,"505",2.458,,14.0696782491,,,62.5,,"3.0"
5915,"505",2.458,,14.0696782491,,,62.5,,"88.0"
5916,"505",2.458,,14.0696782491,,,62.5,,"1.0"
5917,"505",2.458,,,"0",,62.5,174.62503,
5918,"505",2.458,,10.3061479118,,,62.5,,"25.0"
5919,"505",2.458,,10.3061479118,"0",,62.5,185.41856,"54.0"
5920,"540",2.458,,4.31340704869,,,62.5,,"63.0"
5921,"540",2.458,,4.31340704869,,,57.5,,"100.0"
5922,"540",2.458,,4.31340704869,,,57.5,,"100.0"
5923,"540",2.458,,4.31340704869,,,57.5,,"87.0"
5924,"540",2.458,,4.31340704869,,,57.5,,"55.0"
5925,"540",2.458,,4.31340704869,,,57.5,,"23.0"
5926,"540",2.458,,4.31340704869,,,57.5,,"84.0"
5927,"540",2.458,,4.31340704869,"5484",,57.5,191.74199,"11.0"
5928,"540",2.458,,19.1187114275,"5484",,57.5,191.74199,"41.0"
5929,"540",2.458,,19.1187114275,,,57.5,,"100.0"
5930,"540",2.458,,19.1187114275,,,,,"93.0"
5931,"540",2.458,,19.1187114275,,,,,"15.0"
5932,"540",2.458,,,,,,,
5933,"540",2.458,,,,,,,
5934,"540",2.458,,20.0323317571,,,,,"0.0"
5935,"540",2.458,,20.0323317571,,,,,"34.0"
5936,"540",2.458,,20.0323317571,,,,,"24.0"
5937,"540",2.458,,14.0513707743,,,,,"93.0"
5938,"540",2.458,,14.0513707743,,,,,"86.0"
5939,"540",2.458,,14.0513707743,,,,,"34.0"
5940,"540",2.458,,14.0513707743,,,,,"31.0"
5941,"540",2.458,,14.0513707743,,,,,"85.0"
5942,"540",2.458,,14.0513707743,,,,,"100.0"
5943,"540",2.458,,14.0513707743,,,,,"100.0"
5944,"540",2.458,,14.0513707743,,,,,"88.0"
5945,"540",2.458,,14.0513707743,,,,,"19.0"
5946,"540",2.458,,9.56139319542,,,,,"30.0"
5947,"540",2.458,,,,,,,
5948,"540",2.458,,,,,,,
5949,"540",2.458,,,,,,,
5950,"540",2.458,,,,,,,
5951,"540",2.458,,,,,,,
5952,"540",2.458,,,,,,,
5953,,2.458,,,,,,,
5954,,2.458,,,,,,,
5955,,2.458,,,,,,,
5956,,2.458,,,,,,,
5957,,2.458,,,,,,,
5958,,2.458,,,,,,,
5959,,2.458,,,,,,,
5960,,2.458,,,,,,,
5961,,2.458,,,,,,,
5962,,2.458,,,,,,,
5963,,2.458,,,,,,,
5964,,2.458,,,,,,,
5965,,2.458,,,,,,,
5966,,2.458,,,,,,,
5967,,2.458,,,,,,,
5968,,2.458,,,,,,,
5969,,2.458,,,,,,,
5970,,2.458,,,,,,,
5971,,2.458,,,,,,,
5972,,2.458,,,,,,,
5973,,2.458,,,,,,,
5974,,2.458,,,,,,,
5975,,2.458,,,,,,,
5976,,2.458,,,,,,,
5977,,2.458,,,,,,,
5978,,1.774,,,,,,,
5979,,1.774,,,,,,,
5980,,1.774,,,,,,,
5981,,1.774,,,,,,,
5982,,1.774,,,,,,,
5983,,1.774,,,,,,,
5984,,1.774,,,,,,,
5985,,1.774,,,,,,,
5986,,1.774,,,,,,,
5987,,1.774,,,,,,,
5988,,1.774,,,,,,,
5989,,1.774,,,,,,,
5990,,1.774,,,,,,,
5991,,1.774,,,,,,,
5992,,1.774,,,,,,,
5993,,1.774,,,,,,,
5994,,1.774,,,,,,,
5995,,1.774,,,,,,,
5996,,1.774,,,,,,,
5997,,1.774,,,,,,,
5998,,1.774,,,,,,,
5999,"290",1.774,,,,,,,
6000,"290",1.774,,,,,,,
6001,"265",1.142,,,,,,,
6002,"265",1.142,,9.91836055474,,,,,"62.0"
6003,"265",1.142,,9.91836055474,,,,,"47.0"
6004,"265",1.142,,,,,,,
6005,"265",1.142,,,,,,,
6006,"265",1.142,,,,,,,
6007,"265",1.142,,,"13224",,,591.86847,
6008,"265",1.142,,11.7241369206,,,,,"14.0"
6009,"265",1.142,,11.7241369206,,,,,"85.0"
6010,"265",1.142,,,,,,,
6011,"265",1.142,,,"0",,57.5,425.99557,
6012,"265",1.142,,,"0",,57.5,376.47183,
6013,"265",1.142,,,"0",,57.5,376.47183,
6014,"265",1.142,,9.66191064276,,,62.5,,"38.0"
6015,"265",1.142,,9.66191064276,,,67.5,,"51.0"
6016,"265",1.142,,,,,67.5,,
6017,"265",1.142,,,"673214",,,877.14423,
6018,"265",1.142,,,,,,,
6019,"265",1.142,,9.20851493315,,,67.5,,"31.0"
6020,"265",1.142,,9.20851493315,,,67.5,,"83.0"
6021,"265",1.142,,9.20851493315,,,,,"70.0"
6022,"265",1.142,,9.20851493315,,,,,"76.0"
6023,"265",1.142,,9.20851493315,,,,,"65.0"
6024,"265",1.142,,9.20851493315,,,,,"16.0"
6025,"265",1.142,,7.85096750259,,,,,"2.0"
6026,"265",1.142,,6.77523105153,,,,,"0.0"
6027,"265",1.142,,7.85096750259,,,,,"1.0"
6028,"265",1.142,,7.85096750259,,,,,"17.0"
6029,"265",1.142,,10.4325511385,,,,,"6.0"
6030,"265",1.142,,10.4325511385,,,,,"62.0"
6031,"265",1.142,,,,,,,
6032,"265",1.142,,,,,57.5,,
6033,"455",1.142,,,,,57.5,,
6034,"455",1.142,,,,,57.5,,
6035,"265",1.142,,7.08215057706,,,62.5,,"52.0"
6036,"265",1.142,,7.08215057706,,,62.5,,"63.0"
6037,"265",1.142,,,,,67.5,,
6038,"265",1.142,,10.7123650217,,,67.5,,"12.0"
6039,"265",1.142,,10.7123650217,,,67.5,,"9.0"
6040,"265",1.142,,,,,67.5,,
6041,"265",1.142,,,,,67.5,,
6042,"265",2.458,,,,,,,
6043,"2",2.458,,,"14204",,,771.15009,
6044,"2",2.458,,,"14204",,,751.84094,
6045,"2",2.458,,,,,,,
6046,"2",2.458,,4.28768183005,,,57.5,,"9.0"
6047,"2",2.458,,5.97839323894,,,57.5,,"14.0"
6048,"2",2.458,,5.97839323894,,,57.5,,"44.0"
6049,"2",2.458,,5.97839323894,,,,,"12.0"
6050,"2",2.458,,,,,,,
6051,"2",2.458,,9.4466538116,,,,,"65.0"
6052,"2",2.458,,9.4466538116,,,,,"50.0"
6053,"2",2.458,,,,,,,
6054,"2",2.458,,,,,,,
6055,"2",2.458,,,"19987",,,416.08737,
6056,"2",2.458,,15.3080857054,,,,,"47.0"
6057,"2",2.458,,15.3080857054,,,,,"100.0"
6058,"2",2.458,,15.3080857054,,,,,"100.0"
6059,"2",2.458,,15.3080857054,,,,,"81.0"
6060,"2",2.458,,,,,,,
6061,"2",2.458,,15.4176506321,,,,,"6.0"
6062,"2",2.458,,15.4176506321,,,,,"100.0"
6063,"2",2.458,,15.4176506321,,,,,"100.0"
6064,"2",2.458,,15.4176506321,,,,,"100.0"
6065,"2",2.458,,15.4176506321,,,,,"100.0"
6066,"2",2.458,,15.4176506321,,,,,"36.0"
6067,"2",2.458,,,,,,,
6068,"2",2.458,,,,,,,
6069,"2",2.458,,51.9947291496,,,,,"37.0"
6070,"2",2.458,,51.9947291496,,,,,"100.0"
6071,"2",2.458,,51.9947291496,,,,,"100.0"
6072,"2",2.458,,51.9947291496,,,,,"100.0"
6073,"2",2.458,,51.9947291496,,,,,"100.0"
6074,"2",2.458,,51.9947291496,,,,,"100.0"
6075,"2",2.458,,51.9947291496,,,,,"100.0"
6076,"2",2.458,,51.9947291496,,,,,"100.0"
6077,"2",2.458,,51.9947291496,,,,,"100.0"
6078,"2",2.458,,51.9947291496,,,,,"100.0"
6079,"2",2.458,,51.9947291496,,,,,"100.0"
6080,"2",2.458,,51.9947291496,,,,,"69.0"
6081,"2",2.458,,,"28494",,,405.20432,
6082,"2",2.458,,,"28494",,,405.20432,
6083,"2",2.458,,,,,,,
6084,"2",2.458,,,,,,,
6085,"2",2.458,,,,,,,
6086,"2",2.458,,,,,,,
6087,"2",2.458,,,,,,,
6088,"2",2.458,,,,,,,
6089,"2",2.458,,,,,57.5,,
6090,"2",2.458,,,,,57.5,,
6091,"2",2.458,,,,,57.5,,
6092,"2",2.458,,,,,57.5,,
6093,"2",2.458,,,,,57.5,,
6094,"2",2.458,,,,,57.5,,
6095,"2",2.458,,,,,57.5,,
6096,"2",2.458,,,,,57.5,,
6097,"2",2.458,,,,,57.5,,
6098,"2",2.458,,,,,57.5,,
6099,"2",2.458,,,,,57.5,,
6100,"2",2.458,,,"9404",,,376.81064,
6101,"2",2.458,,,,,,,
6102,"2",2.458,,,,,,,
6103,"2",2.458,,,,,,,
6104,"2",2.458,,,,,,,
6105,"2",2.458,,,,,,,
6106,"2",2.458,,,,,,,
6107,"2",2.458,,,,,,,
6108,"2",2.458,,,,,,,
6109,"2",2.458,,,,,,,
6110,"2",2.458,,,,,,,
6111,"2",2.458,,,,,,,
6112,"2",2.458,,,,,,,
6113,"2",2.458,,,,,,,
6114,"2",2.458,,,,,,,
6115,"2",2.458,,,"150520",,,394.98071,
6116,"2",2.458,,,"150520",,,394.98071,
6117,"2",2.458,,,"150520",,,394.98071,
6118,"2",2.458,,,,,,,
6119,"2",2.458,,31.4551540331,,,,,"37.0"
6120,"2",2.458,,31.4551540331,,,,,"100.0"
6121,"2",2.458,,31.4551540331,,,,,"100.0"
6122,"2",2.458,,31.4551540331,,,,,"100.0"
6123,"2",2.458,,31.4551540331,,,,,"60.0"
6124,"2",2.458,,19.9316520597,,,,,"63.0"
6125,"2",2.458,,19.9316520597,,,,,"100.0"
6126,"2",2.458,,19.9316520597,"7802",,,307.50473,"41.0"
6127,"2",2.458,,,,,,,
6128,"2",2.458,,,,,,,
6129,"2",2.458,,,,,,,
6130,"2",2.458,,,"9532",,,287.52768,
6131,"2",2.458,,14.8058676687,,,,,"52.0"
6132,"2",2.458,,14.8058676687,,,,,"100.0"
6133,"2",2.458,,14.8058676687,,,,,"52.0"
6134,"2",2.458,,14.8058676687,,,,,"7.0"
6135,"2",2.458,,14.8058676687,,,,,"45.0"
6136,"2",2.458,,14.8058676687,,,,,"100.0"
6137,"505",2.458,,14.8058676687,"4466",,,309.45432,"22.0"
6138,"505",2.458,,,,,,,
6139,"505",2.458,,11.3979627984,,,,,"47.0"
6140,"505",2.458,,11.3979627984,,,,,"78.0"
6141,"505",2.458,,,,,57.5,,
6142,"505",2.458,,,"35287",,57.5,269.84238,
6143,"505",2.458,,7.95530806684,,,57.5,,"37.0"
6144,"505",2.458,,7.95530806684,,,57.5,,"49.0"
6145,"505",2.458,,61.3078113079,,,,,"14.0"
6146,"505",2.458,,61.3078113079,,,,,"44.0"
6147,"505",2.458,,61.3078113079,,,,,"39.0"
6148,"505",2.458,,,,,,,
6149,"505",2.458,,,,,,,
6150,"505",2.458,,,,,,,
6151,"505",2.458,,,,,,,
6152,"505",2.458,,,,,,,
6153,"505",2.458,,,,,,,
6154,"505",2.458,,,,,,,
6155,"505",2.458,,,,,,,
6156,"505",2.458,,,,,,,
6157,"505",2.458,,,,,,,
6158,"2",2.458,,,,,,,
6159,"2",2.458,,,,,,,
6160,"2",2.458,,,,,,,
6161,"2",2.458,,,,,,,
6162,"2",2.458,,,,,,,
6163,"2",2.458,,5.62350469784,,,,,"20.0"
6164,"2",2.458,,5.62350469784,,,,,"41.0"
6165,"505",2.458,,5.62350469784,,,,,"11.0"
6166,"505",2.458,,,,,,,
6167,"505",2.458,,,,,,,
6168,"505",2.458,,,,,,,
6169,"505",2.458,49,,,,57.5,,
6170,"505",2.458,53,12.5121390977,,,57.5,,"36.0"
6171,"505",2.458,,12.5121390977,,,,,"90.0"
6172,"505",2.458,,13.2562978487,,,,,"34.0"
6173,"505",2.458,,13.2562978487,,,,,"67.0"
6174,"505",2.458,,13.3379930149,,,,,"33.0"
6175,"505",2.458,,13.3379930149,,,,,"52.0"
6176,"505",2.458,,13.3379930149,,,,,"2.0"
6177,"505",2.458,,,"3825",,,148.72847,
6178,"505",2.458,,,,,,,
6179,"505",2.458,,7.69079954071,,,57.5,,"41.0"
6180,"505",2.458,,7.69079954071,,,57.5,,"54.0"
6181,"505",2.458,,,,,57.5,,
6182,"505",2.458,,4.97255324218,,,57.5,,"46.0"
6183,"505",2.458,,4.97255324218,"28068",,57.5,238.50462,"46.0"
6184,"505",2.458,,,,,57.5,,
6185,"505",2.458,,13.4076013847,,,57.5,,"43.0"
6186,"505",2.458,,13.4076013847,,,,,"81.0"
6187,"505",2.458,,13.4076013847,,,,,"24.0"
6188,"505",2.458,,,,,,,
6189,"505",2.458,,,,,,,
6190,"505",2.458,,,,,,,
6191,"505",2.458,,13.4076013847,,,57.5,,"72.0"
6192,"505",2.458,,13.4076013847,,,57.5,,"5.0"
6193,"505",2.458,,,,,62.5,,
6194,"505",2.458,,,,,62.5,,
6195,"505",2.458,,,,,62.5,,
6196,"505",2.458,,,,,62.5,,
6197,"505",2.458,,,,,62.5,,
6198,"505",2.458,,4.00304553726,,,62.5,,"2.0"
6199,"505",2.458,,4.00304553726,,,67.5,,"0.0"
6200,"505",2.458,,,"6778",,67.5,221.9957,
6201,"505",2.458,,,,,67.5,,
6202,"505",2.458,,,"10654",,72.5,220.25395,
6203,"505",2.458,,,"127502",,72.5,241.19513,
6204,"505",2.458,,,"127502",,72.5,241.19513,
6205,"505",2.458,,,"127502",,72.5,241.19513,
6206,"505",2.458,,,"127502",,72.5,241.19513,
6207,"505",2.458,,,"127502",,72.5,241.19513,
6208,"505",2.458,,,"127502",,72.5,241.19513,
6209,"505",2.458,,,"127502",,67.5,241.19513,
6210,"505",2.458,,,"127502",,67.5,241.19513,
6211,"505",2.458,,,,,67.5,,
6212,"505",2.458,,,,,67.5,,
6213,"505",2.458,,,,,67.5,,
6214,"505",2.458,,14.0696782491,,,67.5,,"12.0"
6215,"505",2.458,,14.0696782491,,,67.5,,"47.0"
6216,"505",2.458,,,,,67.5,,
6217,"505",2.458,,,"2056",,67.5,174.62503,
6218,"505",2.458,,,"2056",,67.5,174.62503,
6219,"540",2.458,,,"0",,67.5,195.09544,
6220,"540",2.458,,4.31340704869,,,67.5,,"4.0"
6221,"540",2.458,,4.31340704869,,,67.5,,"32.0"
6222,"540",2.458,,4.31340704869,,,72.5,,"64.0"
6223,"540",2.458,,4.31340704869,,,72.5,,"94.0"
6224,"540",2.458,,4.31340704869,,,67.5,,"100.0"
6225,"540",2.458,,4.31340704869,,,67.5,,"100.0"
6226,"540",2.458,,4.31340704869,,,57.5,,"78.0"
6227,"540",2.458,,,"5484",,57.5,191.74199,
6228,"540",2.458,,19.1187114275,,,57.5,,"38.0"
6229,"540",2.458,,19.1187114275,,,57.5,,"100.0"
6230,"540",2.458,,19.1187114275,,,,,"27.0"
6231,"540",2.458,,,,,,,
6232,"540",2.458,,,"3490",,,187.24657,
6233,"540",2.458,,,"1696",,,158.12766,
6234,"540",2.458,,,"1696",,,158.12766,
6235,"540",2.458,,,"1696",,,158.12766,
6236,"540",2.458,,14.0513707743,,,,,"16.0"
6237,"540",2.458,,14.0513707743,,,,,"88.0"
6238,"540",2.458,,14.0513707743,,,,,"46.0"
6239,"540",2.458,,,,,,,
6240,"540",2.458,,14.0513707743,,,,,"0.0"
6241,"540",2.458,,14.0513707743,,,,,"44.0"
6242,"540",2.458,,14.0513707743,,,,,"100.0"
6243,"540",2.458,,14.0513707743,,,,,"99.0"
6244,"540",2.458,,14.0513707743,,,,,"24.0"
6245,"540",2.458,,9.56139319542,,,,,"84.0"
6246,"540",2.458,,9.56139319542,,,,,"100.0"
6247,"540",2.458,,9.56139319542,,,,,"59.0"
6248,"540",2.458,,9.56139319542,,,,,"4.0"
6249,"540",2.458,,10.5513883726,,,,,"31.0"
6250,"540",2.458,,10.5513883726,,,,,"9.0"
6251,"540",2.458,,,,,,,
6252,"540",2.458,,,,,,,
6253,"540",2.458,,,,,,,
6254,"540",2.458,,,,,,,
6255,,2.458,,,,,,,
6256,,2.458,,,,,,,
6257,,2.458,,,,,,,
6258,,2.458,,,,,,,
6259,,2.458,,,,,,,
6260,,2.458,,,,,,,
6261,,2.458,,,,,,,
6262,,2.458,,,,,,,
6263,,2.458,,,,,,,
6264,,2.458,,,,,,,
6265,,2.458,,,,,,,
6266,,2.458,,,,,,,
6267,,2.458,,,,,,,
6268,,2.458,,,,,,,
6269,,2.458,,,,,,,
6270,,2.458,,,,,,,
6271,,2.458,,,,,,,
6272,,2.458,,,,,,,
6273,,2.458,,,,,,,
6274,,2.458,,,,,,,
6275,,2.458,,,,,,,
6276,,2.458,,,,,,,
6277,,2.458,,,,,,,
6278,,2.458,,,,,,,
6279,,1.774,,,,,,,
6280,,1.774,,,,,,,
6281,,1.774,,,,,,,
6282,,1.774,,,,,,,
6283,,1.774,,,,,,,
6284,,1.774,,,,,,,
6285,,1.774,,,,,,,
6286,,1.774,,,,,,,
6287,,1.774,,,,,,,
6288,,1.774,,,,,,,
6289,,1.774,,,,,,,
6290,,1.774,,,,,,,
6291,,1.774,,,,,,,
6292,,1.774,,,,,,,
6293,,1.774,,,,,,,
6294,,1.774,,,,,,,
6295,,1.774,,,,,,,
6296,,1.774,,,,,,,
6297,,1.774,,,,,,,
6298,,1.774,,,,,,,
6299,,1.774,,,,,,,
6300,"290",1.774,,,,,,,
6301,"265",1.142,,9.91836055474,,,,,"52.0"
6302,"265",1.142,,9.91836055474,,,,,"71.0"
6303,"265",1.142,,9.91836055474,,,,,"91.0"
6304,"265",1.142,,9.91836055474,,,,,"72.0"
6305,"265",1.142,,9.91836055474,,,,,"57.0"
6306,"265",1.142,,9.91836055474,,,,,"34.0"
6307,"265",1.142,,,"13224",,,591.86847,
6308,"265",1.142,,11.7241369206,,,,,"29.0"
6309,"265",1.142,,11.7241369206,,,,,"71.0"
6310,"265",1.142,,,,,,,
6311,"265",1.142,,,"2347",,57.5,425.99557,
6312,"265",1.142,,,,,57.5,,
6313,"265",1.142,,,"2346",,,385.23444,
6314,"265",1.142,,9.66191064276,,,62.5,,"18.0"
6315,"265",1.142,,9.66191064276,,,67.5,,"72.0"
6316,"265",1.142,,,,,67.5,,
6317,"265",1.142,,,"673214",,,877.14423,
6318,"265",1.142,,,,,,,
6319,"265",1.142,,9.20851493315,,,62.5,,"6.0"
6320,"265",1.142,,9.20851493315,,,62.5,,"25.0"
6321,"265",1.142,,9.20851493315,,,57.5,,"24.0"
6322,"265",1.142,,7.85096750259,,,,,"0.0"
6323,"265",1.142,,7.85096750259,,,,,"13.0"
6324,"265",1.142,,7.85096750259,,,,,"38.0"
6325,"265",1.142,,7.85096750259,,,,,"63.0"
6326,"265",1.142,,7.85096750259,,,,,"76.0"
6327,"265",1.142,,7.85096750259,,,,,"88.0"
6328,"265",1.142,,7.85096750259,,,,,"72.0"
6329,"265",1.142,,7.85096750259,,,,,"5.0"
6330,"265",1.142,,,,,,,
6331,"265",1.142,,,,,,,
6332,"265",1.142,,,,,,,
6333,"265",1.142,,,,,,,
6334,"265",1.142,,,,,,,
6335,"265",1.142,,7.08215057706,,,57.5,,"22.0"
6336,"265",1.142,,7.08215057706,,,62.5,,"29.0"
6337,"265",1.142,,,,,62.5,,
6338,"265",1.142,,10.7123650217,,,67.5,,"49.0"
6339,"265",1.142,,10.7123650217,,,67.5,,"41.0"
6340,"265",1.142,,,,,67.5,,
6341,"265",1.142,,,,,67.5,,
6342,"265",1.142,,,,,67.5,,
6343,"265",2.458,,,,,,,
6344,"2",2.458,,,"14204",,,751.84094,
6345,"2",2.458,,,,,,,
6346,"2",2.458,,4.28768183005,,,62.5,,"1.0"
6347,"2",2.458,,4.28768183005,,,62.5,,"10.0"
6348,"2",2.458,,,,,57.5,,
6349,"2",2.458,,,,,,,
6350,"2",2.458,,9.4466538116,,,,,"0.0"
6351,"2",2.458,,9.4466538116,,,,,"89.0"
6352,"2",2.458,,9.4466538116,,,,,"83.0"
6353,"2",2.458,,,,,,,
6354,"2",2.458,,,,,,,
6355,"2",2.458,,,"19987",,,416.08737,
6356,"2",2.458,,15.3080857054,,,,,"51.0"
6357,"2",2.458,,15.3080857054,,,,,"100.0"
6358,"2",2.458,,15.3080857054,,,,,"100.0"
6359,"2",2.458,,15.3080857054,,,,,"95.0"
6360,"2",2.458,,15.3080857054,,,,,"0.0"
6361,"2",2.458,,,,,,,
6362,"2",2.458,,15.4176506321,,,,,"83.0"
6363,"2",2.458,,15.4176506321,,,,,"75.0"
6364,"2",2.458,,15.4176506321,,,,,"59.0"
6365,"2",2.458,,15.4176506321,,,,,"43.0"
6366,"2",2.458,,15.4176506321,,,,,"14.0"
6367,"2",2.458,,,,,,,
6368,"2",2.458,,,,,,,
6369,"2",2.458,,51.9947291496,,,,,"17.0"
6370,"2",2.458,,51.9947291496,,,,,"59.0"
6371,"2",2.458,,51.9947291496,,,,,"44.0"
6372,"2",2.458,,51.9947291496,,,,,"29.0"
6373,"2",2.458,,51.9947291496,,,,,"14.0"
6374,"2",2.458,,51.9947291496,,,,,"69.0"
6375,"2",2.458,,51.9947291496,,,,,"100.0"
6376,"2",2.458,,51.9947291496,,,,,"100.0"
6377,"2",2.458,,51.9947291496,,,,,"100.0"
6378,"2",2.458,,51.9947291496,,,,,"100.0"
6379,"2",2.458,,51.9947291496,,,,,"100.0"
6380,"2",2.458,,51.9947291496,,,,,"84.0"
6381,"2",2.458,,,,,,,
6382,"2",2.458,,,"28494",,,405.20432,
6383,"2",2.458,,,,,,,
6384,"2",2.458,,,,,,,
6385,"2",2.458,,,,,,,
6386,"2",2.458,,,,,,,
6387,"2",2.458,,,,,,,
6388,"2",2.458,,,,,,,
6389,"2",2.458,,,,,57.5,,
6390,"2",2.458,,,,,57.5,,
6391,"2",2.458,,54.2396285895,,,57.5,,"1.0"
6392,"2",2.458,,54.2396285895,,,57.5,,"12.0"
6393,"2",2.458,,54.2396285895,,,57.5,,"18.0"
6394,"2",2.458,,,,,57.5,,
6395,"2",2.458,,,,,57.5,,
6396,"2",2.458,,,,,57.5,,
6397,"2",2.458,,,,,57.5,,
6398,"2",2.458,,,,,,,
6399,"2",2.458,,,,,,,
6400,"2",2.458,,,"9404",,,376.81064,
6401,"2",2.458,,,,,,,
6402,"2",2.458,,,,,,,
6403,"2",2.458,,,,,,,
6404,"2",2.458,,,,,,,
6405,"2",2.458,,11.3200153628,,,,,"0.0"
6406,"2",2.458,,11.3200153628,,,,,"0.0"
6407,"2",2.458,,,,,,,
6408,"2",2.458,,,,,,,
6409,"2",2.458,,,,,,,
6410,"2",2.458,,,,,,,
6411,"2",2.458,,,,,,,
6412,"2",2.458,,,,,,,
6413,"2",2.458,,,,,,,
6414,"2",2.458,,,,,,,
6415,"2",2.458,,,,,,,
6416,"2",2.458,,,,,,,
6417,"2",2.458,,,"150520",,,394.98071,
6418,"2",2.458,,,"150520",,,394.98071,
6419,"2",2.458,,31.4551540331,,,,,"18.0"
6420,"2",2.458,,31.4551540331,,,,,"53.0"
6421,"2",2.458,,31.4551540331,,,,,"48.0"
6422,"2",2.458,,31.4551540331,"6093",,,344.52905,"43.0"
6423,"2",2.458,,31.4551540331,"6093",,,344.52905,"24.0"
6424,"2",2.458,,19.9316520597,"6093",,,344.52905,"7.0"
6425,"2",2.458,,19.9316520597,"6093",,,344.52905,"8.0"
6426,"2",2.458,,19.9316520597,"7802",,,344.52905,"2.0"
6427,"2",2.458,,,,,,,
6428,"2",2.458,,,,,,,
6429,"2",2.458,,,,,,,
6430,"2",2.458,,,"9532",,,287.52768,
6431,"2",2.458,,14.8058676687,,,,,"28.0"
6432,"2",2.458,,14.8058676687,,,,,"54.0"
6433,"2",2.458,,14.8058676687,,,,,"58.0"
6434,"2",2.458,,14.8058676687,,,,,"61.0"
6435,"2",2.458,,14.8058676687,,,,,"65.0"
6436,"2",2.458,,14.8058676687,,,,,"69.0"
6437,"505",2.458,,14.8058676687,"4466",,,309.45432,"13.0"
6438,"505",2.458,,,,,,,
6439,"505",2.458,,11.3979627984,,,,,"13.0"
6440,"505",2.458,,11.3979627984,,,,,"24.0"
6441,"505",2.458,,10.301562833,,,,,"15.0"
6442,"505",2.458,,,"35287",,,269.84238,
6443,"505",2.458,,7.95530806684,,,,,"42.0"
6444,"505",2.458,,7.95530806684,,,,,"43.0"
6445,"505",2.458,,,,,,,
6446,"505",2.458,,7.89824824662,,,,,"0.0"
6447,"505",2.458,,,,,,,
6448,"505",2.458,,,,,,,
6449,"505",2.458,,,,,,,
6450,"505",2.458,,,,,,,
6451,"505",2.458,,,,,,,
6452,"505",2.458,,,,,,,
6453,"505",2.458,,,,,,,
6454,"505",2.458,,,,,,,
6455,"505",2.458,,,,,,,
6456,"505",2.458,,,,,,,
6457,"505",2.458,,61.6325165413,,,,,"16.0"
6458,"2",2.458,,61.6325165413,,,,,"13.0"
6459,"2",2.458,,61.6325165413,,,,,"3.0"
6460,"2",2.458,71,,,,,,
6461,"2",2.458,86,,,,,,
6462,"2",2.458,78,,,,,,
6463,"2",2.458,52,,,,,,
6464,"2",2.458,,5.82412990043,,,,,"46.0"
6465,"505",2.458,,5.82412990043,,,,,"58.0"
6466,"505",2.458,,5.82412990043,,,,,"51.0"
6467,"505",2.458,,5.82412990043,,,,,"44.0"
6468,"505",2.458,,5.82412990043,,,,,"37.0"
6469,"505",2.458,5,5.82412990043,,,,,"30.0"
6470,"505",2.458,10,12.5121390977,"1096",,,164.97809,"5.0"
6471,"505",2.458,,12.5121390977,,,,,"4.0"
6472,"505",2.458,,13.2562978487,,,,,"7.0"
6473,"505",2.458,,13.2562978487,,,,,"21.0"
6474,"505",2.458,,13.3379930149,,,,,"18.0"
6475,"505",2.458,,13.3379930149,,,,,"36.0"
6476,"505",2.458,,13.3379930149,,,,,"1.0"
6477,"505",2.458,,,"3825",,,148.72847,
6478,"505",2.458,,,,,,,
6479,"505",2.458,,7.69079954071,,,,,"48.0"
6480,"505",2.458,,7.69079954071,,,,,"48.0"
6481,"505",2.458,,,,,,,
6482,"505",2.458,,4.97255324218,,,,,"51.0"
6483,"505",2.458,,4.97255324218,"28068",,,238.50462,"40.0"
6484,"505",2.458,,,,,,,
6485,"505",2.458,,13.4076013847,,,,,"52.0"
6486,"505",2.458,,13.4076013847,,,,,"100.0"
6487,"505",2.458,,13.4076013847,,,,,"43.0"
6488,"505",2.458,,,,,,,
6489,"505",2.458,,,,,,,
6490,"505",2.458,,,,,,,
6491,"505",2.458,,,,,57.5,,
6492,"505",2.458,,,,,57.5,,
6493,"505",2.458,,,,,57.5,,
6494,"505",2.458,,,,,62.5,,
6495,"505",2.458,,,,,62.5,,
