id,NightEconomy_10m_None,HousingDensity_10m_None,GreenSpace_10m_None,BuildingHeights_10m_None,SpaceSyntax_10m_choice_ASA216_T10,Supermarkets_10m (1)_id_count,noise sum_10m_NoiseClass10m,Test_intergration_None,BuilingArea_10m_None
35716,"1",2.967,,,,,72.5,,
35717,"1",2.967,,,,,72.5,,
35718,"1",2.967,,,,,72.5,,
35719,"1",2.967,,,,,72.5,,
35720,"1",2.967,,,,,72.5,,
35721,"1",2.967,,,,,72.5,,
35722,"1",2.967,,3.66190628211,,,72.5,,"2.0"
35723,"1",2.967,,3.66190628211,,,72.5,,"37.0"
35724,"1",2.967,,,,,72.5,,
35725,"1",2.967,,,,,72.5,,
35726,"1",2.967,,,"5354",,72.5,509.34863,
35727,"1",2.967,,,,,72.5,,
35728,"1",2.967,,,,,72.5,,
35729,"1",2.967,,,,,72.5,,
35730,"1",2.967,,,,,72.5,,
35731,"1",2.967,,,"175430",,72.5,750.65741,
35732,"1",2.967,,,"175430",,75,750.65741,
35733,"1",2.967,,,,,75,,
35734,"1",2.967,,,,,75,,
35735,"1",2.967,,,,,72.5,,
35736,"1",2.967,,,,,72.5,,
35737,"1",2.967,,10.0879093795,,,67.5,,"39.0"
35738,"1",2.967,,10.0879093795,,,67.5,,"62.0"
35739,"1",2.967,,,"0",,62.5,559.96368,
35740,"1",2.967,,6.06810022595,,,62.5,,"37.0"
35741,"1",2.967,,6.06810022595,,,62.5,,"100.0"
35742,"1",2.967,,6.06810022595,"106616",,,649.26172,"26.0"
35743,"1",2.967,,13.0539087841,,,,,"2.0"
35744,"1",2.967,,13.0539087841,,,,,"100.0"
35745,"1",2.967,,13.0539087841,,,,,"100.0"
35746,"1",2.967,,13.0539087841,"8322",,,558.02441,"35.0"
35747,"1",2.967,,,,,,,
35748,"1",2.967,,9.03793585735,,,,,"28.0"
35749,"1",2.967,,9.03793585735,"24",,,468.98459,"14.0"
35750,"1",2.967,,9.03793585735,"24",,,468.98459,"1.0"
35751,"1",2.967,,,"24",,,468.98459,
35752,"1",2.967,,,"24",,62.5,468.98459,
35753,"1",2.967,,,"24",,67.5,468.98459,
35754,"1",2.967,,,"5360",,67.5,468.98459,
35755,"1",2.967,,,,,67.5,,
35756,"1",2.967,,,"71007",,72.5,653.83344,
35757,"1",2.967,,,"71007",,75,653.83344,
35758,"1",2.967,,,"94564",,75,696.47211,
35759,"1",2.967,,,"98949",,75,625.54932,
35760,"1",2.967,,,,,75,,
35761,"1",2.967,,,,,67.5,,
35762,"1",2.967,,,,,67.5,,
35763,"1",2.967,,,,,67.5,,
35764,"1",2.967,,,"7476",,67.5,526.1106,
35765,"1",2.967,,,"57974",,67.5,523.9743,
35766,"1",2.967,,,,,67.5,,
35767,"1",2.967,,13.9715872115,,,67.5,,"10.0"
35768,"1",2.967,,13.9715872115,,,62.5,,"61.0"
35769,"1",2.967,,13.9715872115,,,62.5,,"86.0"
35770,"1",2.967,,13.9715872115,,,62.5,,"30.0"
35771,"1",2.967,,13.7376469228,,,62.5,,"92.0"
35772,"1",2.967,,13.7376469228,"17932",,57.5,455.7114,"67.0"
35773,"1",2.967,,13.7376469228,"17932",,,455.7114,"13.0"
35774,"1",2.967,,13.6738163452,"9779",,,455.7114,"17.0"
35775,"1",2.967,,13.6738163452,"9779",,,441.39236,"0.0"
35776,"1",2.967,,,"9779",,,441.39236,
35777,"1",2.967,,,,,,,
35778,"1",2.967,,12.4945018476,,,,,"5.0"
35779,"1",2.967,,12.4945018476,,,,,"38.0"
35780,"1",2.967,,12.4945018476,"21",,,382.42575,"2.0"
35781,"1",2.967,,,"2315",,,379.0621,
35782,"1",2.967,,16.499767039,,,,,"4.0"
35783,"1",2.967,,16.499767039,,,,,"52.0"
35784,"1",2.967,,22.7279111211,,,,,"45.0"
35785,"1",2.967,,22.7279111211,,,,,"67.0"
35786,"1",2.967,,22.7279111211,,,,,"42.0"
35787,"1",2.967,,22.7279111211,,,,,"17.0"
35788,"1",2.967,,22.7279111211,,,,,"0.0"
35789,"1",2.967,,,,,,,
35790,"1",2.967,,,,,,,
35791,"1",2.967,,,,,,,
35792,"1",2.967,,,,,,,
35793,"1",2.967,,,,,,,
35794,"1",2.967,,,,,,,
35795,"1",2.967,,,,,,,
35796,"1",2.967,,,,,,,
35797,"1",2.967,,,,,,,
35798,"1",2.967,,,,,,,
35799,"1",2.967,,,,,,,
35800,"1",2.967,,,,,,,
35801,"1",2.967,,,,,,,
35802,"1",2.967,,,,,,,
35803,"1",2.967,,,,,,,
35804,"1",2.967,,,,,,,
35805,"1",2.967,,,,,,,
35806,"1",2.967,,,,,,,
35807,"1",2.967,4,,,,,,
35808,"1",2.967,21,,,,,,
35809,"1",2.967,36,9.94472805211,,,,,"25.0"
35810,"1",2.967,51,9.94472805211,,,,,"100.0"
35811,"1",2.967,65,9.94472805211,,,,,"100.0"
35812,"1",2.967,80,9.94472805211,,,,,"100.0"
35813,"1",2.967,95,9.94472805211,,,,,"66.0"
35814,"1",2.967,100,,,,,,
35815,"1",2.967,100,,,,,,
35816,"1",2.967,24,,,,,,
35817,"1",2.967,,,,,,,
35818,"1",2.967,,,,,,,
35819,"1",2.967,,,,,,,
35820,"1",2.967,,,,,,,
35821,"1",2.967,,,"10908",,,413.25562,
35822,"1",2.967,,4.81650000005,,,,,"4.0"
35823,"1",2.967,,4.81650000005,,,,,"3.0"
35824,"1",2.967,,,,,,,
35825,"1",2.967,,,,,,,
35826,"1",2.967,,,,,,,
35827,"1",2.967,,,,,,,
35828,"1",2.967,,4.14616579059,,,,,"6.0"
35829,"1",2.967,,4.14616579059,,,,,"3.0"
35830,"1",2.967,,,,,,,
35831,"1",2.967,,,,,,,
35832,"1",2.967,,,,,,,
35833,"1",2.967,,,,,,,
35834,"1",2.967,,18.4969225439,,,,,"3.0"
35835,"1",2.967,,18.4969225439,,,,,"41.0"
35836,"1",2.967,,18.4969225439,,,,,"1.0"
35837,"1",2.967,,,"0",,,344.39154,
35838,"1",2.967,,,"3627",,,344.39154,
35839,"1",2.967,,,"3627",,,344.39154,
35840,"1",2.967,,,"3627",,,344.39154,
35841,"1",2.967,,,"8908",,,349.37811,
35842,"1",2.967,,,"8908",,,349.37811,
35843,"1",2.967,,,"8908",,,349.37811,
35844,"1",2.967,,,"229659",,,426.81024,
35845,"1",2.967,,,,,,,
35846,"1",2.967,,,,,,,
35847,"1",2.967,,6.4276165814,,,,,"20.0"
35848,"1",2.967,,6.4276165814,"0",,,352.86325,"66.0"
35849,"1",2.967,,,"0",,,352.86325,
35850,"1",2.967,,8.59273027433,,,,,"52.0"
35851,"1",2.967,,8.59273027433,,,,,"71.0"
35852,"1",2.967,,8.59273027433,,,,,"0.0"
35853,"1",2.967,,9.68952335153,"48260",,,418.97495,"11.0"
35854,"1",2.967,,,"48260",,,418.97495,
35855,"1",2.967,,,,,,,
35856,"1",2.967,,9.90803460409,,,,,"4.0"
35857,"1",2.967,,9.90803460409,,,,,"92.0"
35858,"1",2.967,,9.90803460409,,,,,"64.0"
35859,"1",2.967,,9.90803460409,,,,,"7.0"
35860,"1",2.967,,,,,,,
35861,"1",2.967,,,,,,,
35862,"1",2.967,,,,,,,
35863,"1",2.967,,7.86884908238,,,,,"52.0"
35864,"1",2.967,,7.86884908238,,,,,"51.0"
35865,"1",2.967,,,"15419",,,339.45178,
35866,"1",2.967,59,,,,57.5,,
35867,"1",2.967,100,,,,57.5,,
35868,"1",2.967,100,,,,57.5,,
35869,"1",2.967,100,,,,57.5,,
35870,"1",2.967,100,,,,57.5,,
35871,"1",2.967,100,,,,57.5,,
35872,"1",2.967,100,,,,57.5,,
35873,"1",2.967,100,,,,,,
35874,"1",2.967,96,,,,57.5,,
35875,"1",2.967,26,8.77008181024,,,57.5,,"0.0"
35876,"1",2.967,,8.77008181024,,,57.5,,"59.0"
35877,"1",2.967,,8.77008181024,,,,,"58.0"
35878,"1",2.967,,8.77008181024,"83",,,207.63156,"0.0"
35879,"1",2.967,,,"58",,,209.63101,
35880,"1",2.967,,,"58",,,209.63101,
35881,"1",2.967,,,,,,,
35882,"1",2.967,,9.48292238636,,,,,"10.0"
35883,"1",2.967,,,,,,,
35884,"1",2.967,,,,,,,
35885,"1",2.967,,9.18123934208,,,,,"0.0"
35886,"1",2.967,,9.21113976641,,,,,"41.0"
35887,"1",2.967,,9.18123934208,,,,,"2.0"
35888,"1",2.967,,,"3827",,,301.20035,
35889,"1",2.967,,,"3827",,,301.20035,
35890,"1",2.967,,,,,,,
35891,"1",2.967,,,,,,,
35892,"1",2.967,,,,,,,
35893,"1",2.967,,,"0",,,252.73808,
35894,"1",2.967,,,,,,,
35895,"1",2.967,,10.4670727285,,,,,"19.0"
35896,"1",2.967,,10.4670727285,,,,,"28.0"
35897,"1",2.967,,5.22984140836,,,,,"70.0"
35898,"1",2.967,58,5.22984140836,,,,,"16.0"
35899,"295",2.967,74,,,,,,
35900,"295",2.967,80,,,,,,
35901,"295",2.967,85,,,,,,
35902,"295",2.967,84,,,,,,
35903,"295",2.967,82,,,,,,
35904,"295",2.967,76,,,,,,
35905,"295",2.967,68,,,,,,
35906,"295",2.967,61,,,,,,
35907,"295",2.967,53,,,,,,
35908,"295",2.967,45,,,,,,
35909,"295",2.967,55,,,,,,
35910,"295",2.967,100,,,,,,
35911,"295",2.967,100,,,,,,
35912,"295",2.967,98,,,,,,
35913,"295",2.967,93,,,,,,
35914,"295",2.967,100,,,,,,
35915,"295",2.967,100,,,,,,
35916,"295",2.967,100,,,,,,
35917,"295",2.967,100,,,,,,
35918,"295",2.967,100,,,,,,
35919,"295",2.967,100,,,,,,
35920,"295",2.967,100,,,,,,
35921,"295",2.967,100,,,,,,
35922,"295",2.967,100,,,,,,
35923,"295",2.967,100,,,,,,
35924,"295",2.967,100,,,,,,
35925,"295",2.967,100,,,,,,
35926,"295",2.967,100,,,,,,
35927,"295",2.967,100,,,,,,
35928,"295",2.967,28,,,,,,
35929,"295",2.967,,,,,,,
35930,"295",2.967,,,,,,,
35931,"295",2.967,,,,,,,
35932,"295",2.967,,,,,,,
35933,"295",2.967,,,,,,,
35934,"295",2.967,,,,,,,
35935,"295",2.967,,,,,,,
35936,"295",2.967,,,,,,,
35937,"295",2.967,,,,,,,
35938,"295",2.967,,,,,,,
35939,"295",2.967,,,,,,,
35940,"295",2.967,,,,,,,
35941,"295",2.967,,,,,,,
35942,"295",2.967,,,,,,,
35943,"295",2.967,,,,,,,
35944,"295",2.967,,,,,,,
35945,"295",2.967,,,,,,,
35946,"295",2.967,,,,,,,
35947,"295",2.967,15,,,,,,
35948,"295",2.967,100,,,,,,
35949,"295",2.967,100,,,,,,
35950,"295",2.967,100,,,,,,
35951,"295",2.967,100,,,,,,
35952,"295",2.967,100,,,,,,
35953,"295",2.967,100,,,,,,
35954,"295",2.967,100,,,,,,
35955,"295",2.967,100,,,,,,
35956,"295",2.967,100,,,,,,
35957,"295",2.967,100,,,,,,
35958,"295",2.967,100,,,,,,
35959,"295",2.967,100,,,,,,
35960,"295",2.967,100,,,,,,
35961,"295",2.967,100,,,,,,
35962,"295",2.967,100,,,,,,
35963,"295",2.967,100,,,,,,
35964,"295",2.967,100,,,,,,
35965,"295",2.967,100,,,,,,
35966,"295",2.967,100,,,,,,
35967,"295",2.967,100,,,,,,
35968,"295",2.967,100,,,,,,
35969,"295",2.967,100,,,,,,
35970,"295",2.967,100,,,,,,
35971,"295",2.967,100,,,,,,
35972,"295",2.967,65,3.79437412632,,,,,"0.0"
35973,"295",2.967,2,3.79437412632,,,,,"47.0"
35974,"295",2.967,,3.79437412632,,,,,"7.0"
35975,"295",2.967,,,,,,,
35976,"295",2.967,,,,,62.5,,
35977,"295",2.967,,5.75216923494,,,67.5,,"36.0"
35978,"295",2.967,,5.75216923494,"73869",,72.5,241.12778,"18.0"
35979,"295",2.967,,,,,72.5,,
35980,"295",2.967,,7.3732662139,,,72.5,,"18.0"
35981,"295",2.967,,7.3732662139,,,57.5,,"45.0"
35982,"295",2.967,,,"0",,,136.59698,
35983,"295",2.967,,,"85",,,126.96425,
35984,"295",2.967,,,"85",,,126.96425,
35985,"295",2.967,,9.87284891591,,,,,"10.0"
35986,"295",2.967,,9.87284891591,,,,,"97.0"
35987,"295",2.967,,9.87284891591,"2953",,,169.58989,"5.0"
35988,"295",2.967,,4.12538006649,,,,,"13.0"
35989,"295",2.967,,4.12538006649,,,,,"92.0"
35990,"295",2.967,,4.12538006649,,,,,"96.0"
35991,"295",2.967,,4.12538006649,,,,,"39.0"
35992,"295",2.967,,5.54902722918,,,,,"17.0"
35993,"295",2.967,,5.54902722918,,,,,"65.0"
35994,"295",2.967,,5.54902722918,,,,,"2.0"
35995,,2.967,,,,,,,
35996,,2.967,,,,,,,
35997,,2.967,,,,,,,
35998,,2.967,,,,,,,
35999,,2.967,,,,,,,
36000,,2.967,,,,,,,
36001,"265",1.224,,11.4461826488,,,,,"56.0"
36002,"265",1.224,,11.4461826488,,,57.5,,"12.0"
36003,"265",1.224,,9.38827431046,,,57.5,,"8.0"
36004,"265",1.224,,9.38827431046,,,57.5,,"97.0"
36005,"265",1.224,,9.73660849175,,,62.5,,"11.0"
36006,"265",1.224,,9.73660849175,,,62.5,,"96.0"
36007,"265",1.224,,9.73660849175,,,57.5,,"7.0"
36008,"265",1.224,,9.73660849175,"49951",,57.5,643.22125,"12.0"
36009,"265",1.224,,7.90316289409,,,57.5,,"41.0"
36010,"265",1.224,,7.90316289409,,,57.5,,"55.0"
36011,"265",1.224,,7.90316289409,,,67.5,,"42.0"
36012,"265",1.224,,7.90316289409,,,67.5,,"96.0"
36013,"265",1.224,,7.90316289409,,,,,"25.0"
36014,"265",2.967,,,"631906",,,910.32642,
36015,"1",2.967,,,,,,,
36016,"1",2.967,,,,,72.5,,
36017,"1",2.967,,5.27396238228,,,72.5,,"8.0"
36018,"1",2.967,,5.27396238228,,,72.5,,"87.0"
36019,"1",2.967,,5.27396238228,,,72.5,,"77.0"
36020,"1",2.967,,5.27396238228,"73",,67.5,524.33179,"67.0"
36021,"1",2.967,,5.27396238228,"5",,67.5,441.45837,"57.0"
36022,"1",2.967,,5.27396238228,"5",,67.5,441.45837,"37.0"
36023,"1",2.967,,3.59779004102,"5",,67.5,441.45837,"39.0"
36024,"1",2.967,,3.59779004102,,,67.5,,"24.0"
36025,"1",2.967,,,,,72.5,,
36026,"1",2.967,,,"5354",,72.5,509.34863,
36027,"1",2.967,,,"5354",,72.5,435.19513,
36028,"1",2.967,,18.0743052134,"5354",,72.5,435.19513,"14.0"
36029,"1",2.967,,18.0743052134,"5354",,72.5,435.19513,"12.0"
36030,"1",2.967,,18.0743052134,"5354",,72.5,435.19513,"0.0"
36031,"1",2.967,,,"0",,72.5,435.19513,
36032,"1",2.967,,,"175430",,75,750.65741,
36033,"1",2.967,,,"175430",,75,750.65741,
36034,"1",2.967,,,"175430",,75,750.65741,
36035,"1",2.967,,,,,75,,
36036,"1",2.967,,,,,75,,
36037,"1",2.967,,10.0879093795,,,72.5,,"38.0"
36038,"1",2.967,,10.0879093795,,,67.5,,"34.0"
36039,"1",2.967,,,"0",,67.5,559.96368,
36040,"1",2.967,,6.06810022595,,,67.5,,"46.0"
36041,"1",2.967,,6.06810022595,,,62.5,,"100.0"
36042,"1",2.967,,6.06810022595,"106184",,62.5,649.63843,"16.0"
36043,"1",2.967,,13.0539087841,"2348",,62.5,544.98792,"2.0"
36044,"1",2.967,,13.0539087841,"2348",,,544.98792,"52.0"
36045,"1",2.967,,13.0539087841,,,,,"63.0"
36046,"1",2.967,,13.0539087841,"8322",,,558.02441,"19.0"
36047,"1",2.967,,9.03793585735,,,,,"6.0"
36048,"1",2.967,,9.03793585735,,,,,"100.0"
36049,"1",2.967,,9.03793585735,,,,,"100.0"
36050,"1",2.967,,9.03793585735,,,,,"97.0"
36051,"1",2.967,,9.03793585735,,,,,"83.0"
36052,"1",2.967,,9.03793585735,,,62.5,,"67.0"
36053,"1",2.967,,9.03793585735,"10830",,67.5,416.16302,"45.0"
36054,"1",2.967,,,"10830",,67.5,416.16302,
36055,"1",2.967,,,,,67.5,,
36056,"1",2.967,,,"71007",,72.5,653.83344,
36057,"1",2.967,,,"94564",,75,696.47211,
36058,"1",2.967,,,"94564",,75,696.47211,
36059,"1",2.967,,,"98949",,75,625.54932,
36060,"1",2.967,,,,,67.5,,
36061,"1",2.967,,,,,67.5,,
36062,"1",2.967,,,,,67.5,,
36063,"1",2.967,,,,,67.5,,
36064,"1",2.967,,,"7476",,67.5,526.1106,
36065,"1",2.967,,,"57974",,67.5,523.9743,
36066,"1",2.967,,,,,67.5,,
36067,"1",2.967,,13.9715872115,,,67.5,,"5.0"
36068,"1",2.967,,13.9715872115,"17932",,62.5,470.53094,"66.0"
36069,"1",2.967,,13.9715872115,"17932",,62.5,455.7114,"42.0"
36070,"1",2.967,,13.9715872115,"17932",,57.5,455.7114,"8.0"
36071,"1",2.967,,13.7376469228,"17932",,57.5,455.7114,"0.0"
36072,"1",2.967,,,"17932",,57.5,455.7114,
36073,"1",2.967,,10.9200836751,,,,,"3.0"
36074,"1",2.967,,10.9200836751,"0",,,389.72128,"3.0"
36075,"1",2.967,,,,,,,
36076,"1",2.967,,12.1846411458,,,,,"55.0"
36077,"1",2.967,,12.1846411458,,,,,"36.0"
36078,"1",2.967,,12.4945018476,,,,,"10.0"
36079,"1",2.967,,12.4945018476,,,,,"100.0"
36080,"1",2.967,,12.4945018476,"21",,,382.42575,"23.0"
36081,"1",2.967,,,"2315",,,379.0621,
36082,"1",2.967,,16.499767039,,,,,"1.0"
36083,"1",2.967,,16.499767039,,,,,"92.0"
36084,"1",2.967,,16.499767039,,,,,"85.0"
36085,"1",2.967,,,,,,,
36086,"1",2.967,,,,,,,
36087,"1",2.967,,,,,,,
36088,"1",2.967,,,,,,,
36089,"1",2.967,,,,,,,
36090,"1",2.967,,,,,,,
36091,"1",2.967,,,,,,,
36092,"1",2.967,,,,,,,
36093,"1",2.967,,,,,,,
36094,"1",2.967,,,,,,,
36095,"1",2.967,,,,,,,
36096,"1",2.967,,,,,,,
36097,"1",2.967,,,,,,,
36098,"1",2.967,,,,,,,
36099,"1",2.967,,,,,,,
36100,"1",2.967,,,,,,,
36101,"1",2.967,,,,,,,
36102,"1",2.967,,,,,,,
36103,"1",2.967,,,,,,,
36104,"1",2.967,,,,,,,
36105,"1",2.967,,,,,,,
36106,"1",2.967,,,,,,,
36107,"1",2.967,65,,,,,,
36108,"1",2.967,100,,,,,,
36109,"1",2.967,100,9.94472805211,,,,,"9.0"
36110,"1",2.967,100,9.94472805211,,,,,"100.0"
36111,"1",2.967,100,9.94472805211,,,,,"100.0"
36112,"1",2.967,100,9.94472805211,,,,,"100.0"
36113,"1",2.967,100,9.94472805211,,,,,"82.0"
36114,"1",2.967,100,,,,,,
36115,"1",2.967,100,,,,,,
36116,"1",2.967,39,,,,,,
36117,"1",2.967,,,,,,,
36118,"1",2.967,,,,,,,
36119,"1",2.967,,,,,,,
36120,"1",2.967,,,,,,,
36121,"1",2.967,,,"10908",,,413.25562,
36122,"1",2.967,,4.81650000005,,,,,"27.0"
36123,"1",2.967,,4.81650000005,,,,,"25.0"
36124,"1",2.967,,,,,,,
36125,"1",2.967,,,,,,,
36126,"1",2.967,,,,,,,
36127,"1",2.967,,,,,,,
36128,"1",2.967,,4.14616579059,,,,,"65.0"
36129,"1",2.967,,4.14616579059,,,,,"30.0"
36130,"1",2.967,,,,,,,
36131,"1",2.967,,,,,,,
36132,"1",2.967,,,,,,,
36133,"1",2.967,,10.778770991,,,,,"7.0"
36134,"1",2.967,,10.778770991,,,,,"20.0"
36135,"1",2.967,,,,,,,
36136,"1",2.967,,13.5768851118,,,,,"0.0"
36137,"1",2.967,,13.5768851118,,,,,"9.0"
36138,"1",2.967,,13.5768851118,,,,,"23.0"
36139,"1",2.967,,13.5768851118,,,,,"38.0"
36140,"1",2.967,,13.5768851118,,,,,"53.0"
36141,"1",2.967,,13.5768851118,,,,,"35.0"
36142,"1",2.967,,,,,,,
36143,"1",2.967,,,"229659",,,426.81024,
36144,"1",2.967,,,"229659",,,426.81024,
36145,"1",2.967,,,,,,,
36146,"1",2.967,,,,,,,
36147,"1",2.967,,,,,,,
36148,"1",2.967,,6.4276165814,,,,,"11.0"
36149,"1",2.967,,6.94111419681,"0",,,352.86325,"8.0"
36150,"1",2.967,,8.59273027433,"0",,,352.86325,"17.0"
36151,"1",2.967,,8.59273027433,"48260",,,418.97495,"1.0"
36152,"1",2.967,,,"48260",,,418.97495,
36153,"1",2.967,,,"48260",,,418.97495,
36154,"1",2.967,,,,,,,
36155,"1",2.967,,,,,,,
36156,"1",2.967,,,,,,,
36157,"1",2.967,,9.90803460409,,,,,"11.0"
36158,"1",2.967,,,,,,,
36159,"1",2.967,,,,,,,
36160,"1",2.967,,,,,,,
36161,"1",2.967,,,,,,,
36162,"1",2.967,,8.2656250453,,,,,"2.0"
36163,"1",2.967,,8.2656250453,,,,,"34.0"
36164,"1",2.967,,8.2656250453,,,,,"27.0"
36165,"1",2.967,,7.5882073932,"15419",,57.5,339.45178,"6.0"
36166,"1",2.967,12,,,,57.5,,
36167,"1",2.967,96,,,,57.5,,
36168,"1",2.967,100,,,,57.5,,
36169,"1",2.967,100,,,,57.5,,
36170,"1",2.967,100,,,,57.5,,
36171,"1",2.967,100,,,,57.5,,
36172,"1",2.967,100,3.39938982867,,,57.5,,"2.0"
36173,"1",2.967,100,3.39938982867,,,57.5,,"0.0"
36174,"1",2.967,100,,,,57.5,,
36175,"1",2.967,96,,,,57.5,,
36176,"1",2.967,25,8.77008181024,,,57.5,,"0.0"
36177,"1",2.967,,8.77008181024,,,57.5,,"60.0"
36178,"1",2.967,,8.77008181024,,,,,"58.0"
36179,"1",2.967,,8.77008181024,"58",,,209.63101,"0.0"
36180,"1",2.967,,,,,,,
36181,"1",2.967,,,,,,,
36182,"1",2.967,,9.48292238636,,,,,"59.0"
36183,"1",2.967,,9.48292238636,,,,,"48.0"
36184,"1",2.967,,,,,,,
36185,"1",2.967,,9.21113976641,,,,,"14.0"
36186,"1",2.967,,9.21113976641,,,,,"81.0"
36187,"1",2.967,,9.21113976641,"3827",,,301.20035,"7.0"
36188,"1",2.967,,,"3827",,,301.20035,
36189,"1",2.967,,,,,,,
36190,"1",2.967,,,,,,,
36191,"1",2.967,,,,,,,
36192,"1",2.967,,,,,,,
36193,"1",2.967,,,"0",,,252.73808,
36194,"1",2.967,,,"0",,,252.73808,
36195,"1",2.967,,,,,,,
36196,"1",2.967,,5.22984140836,,,,,"53.0"
36197,"1",2.967,,5.22984140836,,,,,"53.0"
36198,"295",2.967,6,5.22984140836,,,,,"10.0"
36199,"295",2.967,13,,,,,,
36200,"295",2.967,6,,,,,,
36201,"295",2.967,0,6.32389824405,,,,,"24.0"
36202,"295",2.967,,6.32389824405,,,,,"4.0"
36203,"295",2.967,,,,,,,
36204,"295",2.967,,6.23654886475,,,,,"24.0"
36205,"295",2.967,,6.23654886475,,,,,"8.0"
36206,"295",2.967,,,,,,,
36207,"295",2.967,,6.39686904635,,,,,"29.0"
36208,"295",2.967,,6.39686904635,,,,,"4.0"
36209,"295",2.967,,,,,,,
36210,"295",2.967,42,,,,,,
36211,"295",2.967,100,,,,,,
36212,"295",2.967,100,,,,,,
36213,"295",2.967,100,,,,,,
36214,"295",2.967,100,,,,,,
36215,"295",2.967,100,,,,,,
36216,"295",2.967,100,,,,,,
36217,"295",2.967,100,,,,,,
36218,"295",2.967,100,,,,,,
36219,"295",2.967,100,,,,,,
36220,"295",2.967,100,,,,,,
36221,"295",2.967,100,,,,,,
36222,"295",2.967,100,,,,,,
36223,"295",2.967,100,,,,,,
36224,"295",2.967,100,,,,,,
36225,"295",2.967,100,,,,,,
36226,"295",2.967,100,,,,,,
36227,"295",2.967,100,,,,,,
36228,"295",2.967,41,,,,,,
36229,"295",2.967,,,,,,,
36230,"295",2.967,,,,,,,
36231,"295",2.967,,,,,,,
36232,"295",2.967,,,,,,,
36233,"295",2.967,,,,,,,
36234,"295",2.967,,,,,,,
36235,"295",2.967,,,,,,,
36236,"295",2.967,,,,,,,
36237,"295",2.967,,,,,,,
36238,"295",2.967,,,,,,,
36239,"295",2.967,,,,,,,
36240,"295",2.967,,,,,,,
36241,"295",2.967,,,,,,,
36242,"295",2.967,,,,,,,
36243,"295",2.967,,,,,,,
36244,"295",2.967,,,,,,,
36245,"295",2.967,,,,,,,
36246,"295",2.967,,,,,,,
36247,"295",2.967,8,,,,,,
36248,"295",2.967,100,,,,,,
36249,"295",2.967,100,,,,,,
36250,"295",2.967,100,,,,,,
36251,"295",2.967,100,,,,,,
36252,"295",2.967,100,,,,,,
36253,"295",2.967,100,,,,,,
36254,"295",2.967,100,,,,,,
36255,"295",2.967,100,,,,,,
36256,"295",2.967,100,,,,,,
36257,"295",2.967,100,,,,,,
36258,"295",2.967,100,,,,,,
36259,"295",2.967,100,,,,,,
36260,"295",2.967,100,,,,,,
36261,"295",2.967,100,,,,,,
36262,"295",2.967,100,,,,,,
36263,"295",2.967,100,,,,,,
36264,"295",2.967,100,,,,,,
36265,"295",2.967,100,,,,,,
36266,"295",2.967,100,,,,,,
36267,"295",2.967,100,,,,,,
36268,"295",2.967,100,,,,,,
36269,"295",2.967,100,,,,,,
36270,"295",2.967,100,,,,,,
36271,"295",2.967,100,7.20943601189,,,,,"0.0"
36272,"295",2.967,100,7.20943601189,,,,,"9.0"
36273,"295",2.967,69,3.79437412632,,,,,"3.0"
36274,"295",2.967,3,3.79437412632,,,,,"46.0"
36275,"295",2.967,,3.79437412632,,,,,"19.0"
36276,"295",2.967,,,,,62.5,,
36277,"295",2.967,,5.75216923494,,,67.5,,"73.0"
36278,"295",2.967,,5.75216923494,"73869",,72.5,241.12778,"4.0"
36279,"295",2.967,,,,,72.5,,
36280,"295",2.967,,10.8651234841,,,67.5,,"13.0"
36281,"295",2.967,,10.8651234841,,,62.5,,"52.0"
36282,"295",2.967,,10.8651234841,"1472",,,158.49345,"23.0"
36283,"295",2.967,,10.8651234841,"484",,,158.49345,"1.0"
36284,"295",2.967,,,,,,,
36285,"295",2.967,,9.87284891591,,,,,"40.0"
36286,"295",2.967,,9.87284891591,"2953",,,169.58989,"73.0"
36287,"295",2.967,,,"2953",,,169.58989,
36288,"295",2.967,,,,,,,
36289,"295",2.967,,4.12538006649,,,,,"1.0"
36290,"295",2.967,,4.12538006649,,,,,"25.0"
36291,"295",2.967,,4.12538006649,,,,,"32.0"
36292,"295",2.967,,5.54902722918,,,,,"45.0"
36293,"295",2.967,,5.54902722918,,,,,"86.0"
36294,"295",2.967,,5.54902722918,,,,,"0.0"
36295,,2.967,,,,,,,
36296,,2.967,,,,,,,
36297,,2.967,,,,,,,
36298,,2.967,,,,,,,
36299,,2.967,,,,,,,
36300,,2.967,,,,,,,
36301,"265",1.224,,9.38827431046,,,57.5,,"15.0"
36302,"265",1.224,,,,,57.5,,
36303,"265",1.224,,9.38827431046,,,62.5,,"41.0"
36304,"265",1.224,,9.38827431046,,,62.5,,"74.0"
36305,"265",1.224,,,,,62.5,,
36306,"265",1.224,,9.73660849175,,,62.5,,"16.0"
36307,"265",1.224,,,"49951",,57.5,643.22125,
36308,"265",1.224,,,"49951",,57.5,643.22125,
36309,"265",1.224,,7.90316289409,,,57.5,,"56.0"
36310,"265",1.224,,7.90316289409,,,57.5,,"39.0"
36311,"265",1.224,,,,,62.5,,
36312,"265",1.224,,7.90316289409,,,72.5,,"93.0"
36313,"265",1.224,,7.90316289409,,,72.5,,"14.0"
36314,"265",2.967,,,"631906",,,910.32642,
36315,"1",2.967,,,,,,,
36316,"1",2.967,,,,,72.5,,
