code,name,half_densi,air pollution_CO2_all_2019_s,air pollution_NOX_all_2019_s,air pollution_PM25_all_2019_s,BuildingHeights_LSOA_MEAN_mean_mean,GreenSpace_LSOA_Area,flow LSOA_None,HousingDensity_LSOA_Density,population density LSOA_density,restaurants_restaurants,supermarkets_supermarkets,culture LSOA sum_sum,noise LSOA_None
E01003865,Richmond upon Thames 004F,701,38347.66007,71.242394,4.75934,6.451256,527.77,24651.0625,0.00366547,,0,0,0,80
E01003866,Richmond upon Thames 007A,832,17686.4406,21.625383,2.407235,6.150631,1431.11,28120.4,0.003307281,,0,0,0,80
E01003867,Richmond upon Thames 011A,780,54752.21816,109.935729,10.572423,5.864345,2078.06,18265.07692,0.002538611,,1,0,2,80
E01003868,Richmond upon Thames 007B,785,46432.15619,59.605717,8.14107,6.657438,,11440.94737,0.003052347,,8,1,0,72.5
E01003869,Richmond upon Thames 011B,835,42644.56684,96.18429,6.614989,6.099843,1168.63,23345.19444,0.002976126,,0,1,0,80
E01003870,Richmond upon Thames 011C,974,34778.10769,46.503907,8.022905,6.161929,3529.02,12441.53846,0.002686268,,4,1,1,80
E01003871,Richmond upon Thames 007C,918,38597.18986,93.980707,4.265428,6.38839,41.89,12344,0.003729771,,1,0,1,72.5
E01003872,Richmond upon Thames 007D,769,49837.89607,114.873018,6.717655,7.265003,2968.48,25957.89189,0.003362548,,0,0,0,80
E01003873,Richmond upon Thames 006A,823,41254.87039,72.851737,4.978846,7.956991,1971.42,6131.428571,0.005006099,,4,2,2,72.5
E01003874,Richmond upon Thames 006B,777,41254.87039,72.851737,4.978846,7.105423,743.94,5051.6,0.004742201,,2,0,1,72.5
E01003875,Richmond upon Thames 006C,801,62456.05757,113.280904,7.227584,6.725264,55684.78,13104.91667,0.003677427,,0,0,0,72.5
E01003876,Richmond upon Thames 008B,824,69615.53256,142.992804,9.165092,7.467966,164.66,12091.25455,0.003850813,,57,4,8,80
E01003877,Richmond upon Thames 008C,808,33254.13266,38.113607,4.906542,8.243962,2138.76,3966.857143,0.006107686,,0,0,0,
E01003878,Richmond upon Thames 006D,730,28005.68577,34.254643,3.239873,6.843819,4948.1,18115.26667,0.002763231,,0,0,0,
E01003879,Richmond upon Thames 008D,835,23286.6919,28.770997,2.673528,8.961914,,10456.4,0.00583301,,0,1,0,
E01003880,Richmond upon Thames 016A,754,30127.16368,36.657007,5.045628,6.222248,1714.54,16880.66667,0.004826381,,0,0,0,72.5
E01003881,Richmond upon Thames 016B,944,38581.57809,42.219543,5.490561,6.70737,41704.04,10797.8,0.003394036,,0,0,1,72.5
E01003882,Richmond upon Thames 014A,937,44287.80398,53.111739,9.346867,6.177593,,13979.84211,0.003272203,,6,1,0,80
E01003883,Richmond upon Thames 014B,936,39042.91802,44.119274,8.141936,5.506079,13849.72,6005,0.002429269,,2,0,0,62.5
E01003884,Richmond upon Thames 016C,867,24921.65269,27.42694,5.748538,6.296749,4971.78,8629.1,0.004303287,,3,1,0,72.5
E01003885,Richmond upon Thames 016D,768,59695.35843,65.75731,11.273026,6.370547,1227.21,9974.130435,0.003984592,,3,0,0,72.5
E01003886,Richmond upon Thames 021A,880,29286.29072,34.850765,4.374049,6.334579,5399.86,8979.1875,0.003542391,,5,1,1,80
E01003887,Richmond upon Thames 021B,881,38831.96284,44.471852,5.441461,6.090127,3551.68,9302.875,0.003582083,,10,1,0,80
E01003888,Richmond upon Thames 021C,1024,27538.8153,34.744375,5.227172,5.883045,465.81,9392.384615,0.004289008,,5,1,0,80
E01003889,Richmond upon Thames 021D,895,37278.49226,53.169975,6.891773,6.147359,2192.11,7204.652174,0.004320566,,0,0,0,67.5
E01003890,Richmond upon Thames 018C,791,23258.60946,25.500755,3.275491,6.168657,154.52,8703.285714,0.002998688,,1,0,0,72.5
E01003891,Richmond upon Thames 018D,870,23258.60946,25.500755,3.275491,6.415914,1649.2,12201.84615,0.002998688,,3,1,2,72.5
E01003892,Richmond upon Thames 009A,1014,19282.50745,24.543384,3.76706,6.889358,6183.03,17841,0.003190519,,0,0,1,72.5
E01003893,Richmond upon Thames 009B,812,31627.96115,39.667498,5.310512,6.528501,,15308.77778,0.002689694,,7,0,0,80
E01003894,Richmond upon Thames 009C,845,49720.15412,63.403694,8.661049,7.672898,,9608.666667,0.00408169,,0,0,0,80
E01003895,Richmond upon Thames 009D,881,33725.6446,42.658286,5.413968,6.485684,533.79,10953.36364,0.005792065,,0,0,0,67.5
E01003896,Richmond upon Thames 014C,885,22654.14922,29.482776,4.118308,6.450264,5989.16,16543.06452,0.003952233,,28,3,3,80
E01003897,Richmond upon Thames 014D,950,28964.83535,36.392951,7.131796,7.319005,5989.16,11421.9375,0.00339537,,7,1,0,72.5
E01003898,Richmond upon Thames 015A,815,49925.85673,56.901397,9.980256,5.377356,,6743,0.004961561,,3,0,1,72.5
E01003899,Richmond upon Thames 015B,735,25004.20404,29.474457,4.231718,5.899785,307465.12,6138.25,0.004873653,,0,0,0,72.5
E01003900,Richmond upon Thames 015C,779,36522.97716,45.76994,6.027837,5.862099,17150.64,9671.0625,0.004486054,,3,1,0,72.5
E01003901,Richmond upon Thames 015D,880,33122.48002,42.177427,5.564357,5.611572,3844.36,41722,0.003109329,,0,0,1,80
E01003902,Richmond upon Thames 015E,664,19001.21469,25.485092,3.170959,5.366003,307465.12,21966.35,0.004470824,,1,0,0,67.5
E01003903,Richmond upon Thames 015F,856,54511.42298,75.510127,8.722917,5.50721,904.14,16131.19355,0.002664074,,1,0,0,67.5
E01003904,Richmond upon Thames 015G,834,39164.84434,45.929189,8.532956,6.15365,1956.95,13942.11111,0.002986221,,0,0,0,80
E01003905,Richmond upon Thames 010A,701,34589.88817,95.129209,5.226538,5.349769,191.67,3940.695652,0.002668273,,2,0,0,
E01003906,Richmond upon Thames 010B,859,49864.43814,65.833118,7.33478,5.743997,3407.03,7100.5625,0.003434992,,3,0,0,
E01003907,Richmond upon Thames 010C,861,19985.06818,20.346697,2.966043,5.359012,133.53,11953.41176,0.003230185,,0,0,0,62.5
E01003908,Richmond upon Thames 010D,922,44072.70512,46.6807,6.591084,5.522301,32764.9,9063.2,0.003305323,,0,0,0,
E01003909,Richmond upon Thames 010E,811,27510.66657,30.312642,4.486041,5.732997,824.8,9792.625,0.002556101,,12,4,1,80
E01003910,Richmond upon Thames 011D,839,38618.1366,47.921791,8.297994,4.928823,457.53,41722,0.002521866,,0,0,0,80
E01003911,Southwark 020A,980,47380.59578,59.349531,5.10245,9.071378,1125.69,9062.307692,0.009923768,176.9,0,0,4,80
E01003912,Southwark 019A,733,45566.02991,55.281352,3.683905,9.981002,206.79,5253.142857,0.008368746,195,0,0,0,80
E01003913,Southwark 024A,934,53899.09367,67.425527,5.923891,7.466865,613.36,10993.15,0.007878072,78.5,26,0,0,80
E01003914,Southwark 024B,946,25555.96768,30.533493,2.272265,7.394022,503.34,6930.095238,0.008496495,126.5,4,1,1,80
E01003915,Southwark 024C,964,47380.59578,59.349531,5.10245,8.032577,657.49,6423.846154,0.008977875,199.2,0,0,1,62.5
E01003916,Southwark 020B,1187,70213.10781,87.345054,6.168608,7.635663,5767.99,4108.066667,0.009723198,145.1,7,1,2,
E01003917,Southwark 020C,874,92037.73592,116.161092,8.998793,8.316168,1338.97,4051.6,0.008120168,159.2,1,0,1,
E01003918,Southwark 020D,801,66481.76825,85.627599,6.726528,8.786285,394.92,2610,0.009107806,184.6,0,0,0,62.5
E01003919,Southwark 021A,964,78497.54776,103.17371,9.280497,7.704364,,11245.57143,0.012778475,118.6,2,0,1,80
E01003920,Southwark 021B,940,46471.70601,60.87974,5.314888,10.111972,394.92,7830.25,0.009592678,213.3,1,0,0,80
E01003921,Southwark 021C,746,46471.70601,60.87974,5.314888,9.222428,245.68,13865.51515,0.010095838,122.5,14,2,2,80
E01003922,Southwark 021D,992,28343.126,36.892034,3.651627,8.416902,245.68,16702.5,0.006510371,138.2,4,2,0,72.5
E01003923,Southwark 017A,928,32936.53604,43.036085,3.455641,7.772597,673.46,11083.63636,0.006987154,146.2,2,0,1,80
E01003924,Southwark 021E,1013,24647.0779,32.063702,2.484703,13.372176,1058.09,8464.5,0.007574895,242.5,2,1,1,80
E01003925,Southwark 020E,709,24647.0779,32.063702,2.484703,9.409473,1252.23,5233.25,0.007485206,151.5,0,0,0,62.5
E01003926,Southwark 021F,705,50119.20112,66.25124,5.625297,7.899213,472.31,10453.16667,0.007708129,133,4,1,0,80
E01003927,Southwark 002A,1659,98885.75721,160.077375,12.214209,10.994626,1241.34,3605.444444,0.005283365,84.1,22,4,14,80
E01003929,Southwark 002B,1090,96159.00922,196.846566,13.120115,11.246635,503.4,8837.396825,0.00633486,90,47,1,7,80
E01003930,Southwark 034A,714,19863.89606,28.58444,2.23995,10.915652,192.69,9193.545455,0.006972666,138.9,6,1,0,80
E01003932,Southwark 034B,715,70211.20883,95.545525,6.05483,12.447847,268.57,7681.92,0.007460243,128.6,3,1,2,80
E01003933,Southwark 034C,820,76989.65005,106.96645,10.071044,8.002939,675.33,18830.27778,0.008550131,79.2,0,0,4,80
E01003934,Southwark 002C,857,63645.82584,136.574638,7.511903,15.808596,956.74,9218.133333,0.004674921,60.4,11,2,7,80
E01003935,Southwark 002D,721,80254.62176,225.460885,13.819589,12.694241,403.36,7396.666667,0.004694154,95.4,9,0,12,80
E01003936,Southwark 009A,1523,47042.46196,62.051999,3.554241,10.702537,1267.2,6042.47619,0.009402205,195.9,1,1,1,67.5
E01003937,Southwark 009B,648,70192.1463,97.213647,6.214886,12.748828,11943.16,10075.53333,0.010527075,161.8,4,0,2,80
E01003938,Southwark 006A,879,47042.46196,62.051999,3.554241,11.221783,165.44,7013.25,0.006344186,235,1,0,1,67.5
E01003939,Southwark 002E,900,67465.85016,111.368139,8.029992,12.044648,2551.02,6753.71875,0.005311466,120.8,13,2,3,80
E01003940,Southwark 006B,719,62376.25711,82.197258,4.980977,10.552983,342.21,7437,0.016258218,272.6,2,0,0,67.5
E01003941,Southwark 006C,982,147942.3123,206.317037,15.532472,10.729702,1193.59,14429.89286,0.016258218,202.7,6,2,1,80
E01003942,Southwark 006D,750,94755.99853,128.313548,8.535916,11.037099,74.33,16220.92857,0.012506788,137.4,2,0,0,67.5
E01003943,Southwark 009C,603,47042.46196,62.051999,3.554241,10.879894,1768.62,3755.166667,0.01044701,225.2,0,0,0,67.5
E01003945,Southwark 033A,872,39113.80908,48.289886,4.581095,6.221254,4118.51,13090.5,0.003559689,19.8,0,0,0,80
E01003946,Southwark 033B,871,46390.78576,48.560468,5.829429,6.273005,1230.22,9971.971429,0.001950167,38.6,2,0,0,67.5
E01003947,Southwark 033C,768,14162.67452,17.572384,1.631372,8.506354,477.59,9698,0.002551585,108.6,1,0,1,
E01003948,Southwark 033D,822,32859.09694,35.413864,3.494842,7.669372,198.93,17860.9,0.002968854,58.5,1,0,0,80
E01003949,Southwark 032A,950,27093.37408,28.095049,3.228932,7.533804,4118.51,10934.25926,0.005114493,82.3,4,0,0,80
E01003950,Southwark 032B,938,17088.53521,22.91726,2.282063,7.772829,536.66,13130.14286,0.005008869,77.9,0,0,0,67.5
E01003951,Southwark 033E,721,39550.48947,47.273258,5.162184,5.900199,1599.79,10438.45714,0.002108828,14.4,3,0,0,80
E01003952,Southwark 030A,833,53072.37338,51.694315,7.93426,6.103707,1117.19,11753,0.006785711,124.1,20,3,1,80
E01003953,Southwark 028A,1059,73375.44154,73.498006,10.430934,6.789183,3247.99,14105.76923,0.007062305,102.7,8,1,1,80
E01003954,Southwark 030B,781,32381.07923,30.792688,4.63885,5.793514,,,0.006858229,158.1,0,0,0,67.5
E01003955,Southwark 028B,926,14301.51897,12.995545,1.777158,6.644954,553.62,4190.8,0.005006809,130.3,2,0,0,
E01003956,Southwark 030C,848,32381.07923,30.792688,4.63885,6.518202,1042.68,10350.71429,0.006124418,145.9,0,0,0,80
E01003957,Southwark 032C,887,22944.75412,23.164906,2.734407,6.466731,2464.86,3077.571429,0.005115633,105.9,0,0,0,
E01003958,Southwark 032D,851,47441.29665,50.512899,6.627901,6.859304,81.2,8889.090909,0.006260668,107.6,1,1,1,67.5
E01003960,Southwark 012A,950,57855.31879,82.05687,7.609607,8.062457,4419.7,19100.81818,0.007591492,147,0,1,0,80
E01003961,Southwark 012B,1046,57855.31879,82.05687,7.609607,8.568225,474.93,8587.307692,0.006307712,170.6,3,0,2,80
E01003963,Southwark 016A,804,30143.11182,41.65858,3.192251,11.234403,571.8,5044,0.013387203,277.4,2,0,1,
E01003964,Southwark 015A,1014,83908.71422,113.581582,10.150326,7.043196,121.14,13913.85714,0.009337327,43.5,10,1,2,80
E01003966,Southwark 015B,967,57855.31879,82.05687,7.609607,8.941524,435.18,14676.38462,0.006147178,189.7,12,0,0,80
E01003967,Southwark 016B,539,54790.18972,73.722282,5.676954,9.829532,352.56,15843,0.009909203,288,0,0,0,57
E01003968,Southwark 015C,714,102512.4589,138.868431,11.50595,11.182154,297.16,8373,0.009604573,270.4,0,0,0,
E01003969,Southwark 017B,1090,74800.25196,98.470141,7.088595,7.532893,280.66,10518.12195,0.01301391,65.4,13,1,1,80
E01003970,Southwark 016C,629,102512.4589,138.868431,11.50595,7.551146,453.83,11396.89655,0.011410414,74.2,0,0,1,
E01003971,Southwark 015D,810,57855.31879,82.05687,7.609607,10.325394,531.22,7993.5,0.00975669,284,0,0,0,
E01003972,Southwark 016D,859,30143.11182,41.65858,3.192251,7.805091,325.65,4876.5,0.013387203,227.2,0,0,2,
E01003973,Southwark 016E,870,54790.18972,73.722282,5.676954,12.060376,100.47,6260.25,0.014280818,186.2,6,1,0,80
E01003974,Southwark 015E,610,82502.39669,114.120572,10.09431,8.356371,991.04,3369,0.010350944,227.2,0,0,0,
E01003975,Southwark 004A,842,41301.72981,60.880193,4.278446,8.914691,134.22,5976.8,0.009829512,199.3,0,0,0,
E01003976,Southwark 003A,1170,41108.48627,58.351807,4.09674,10.208786,415.72,10737.66667,0.00973851,162.9,7,1,3,80
E01003977,Southwark 010A,904,85742.11711,124.551707,10.703178,8.009321,971.08,5314.666667,0.009971331,129.3,3,0,0,72.5
E01003978,Southwark 004B,1213,69013.93678,101.278484,8.695802,10.190517,391.87,6970.777778,0.011081763,132.9,5,1,1,72.5
E01003979,Southwark 006E,912,53486.89808,78.604838,7.08736,9.56782,557.57,15343.14286,0.010670696,106.6,3,0,2,80
E01003980,Southwark 013A,1013,53486.89808,78.604838,7.08736,6.938953,452.16,12834.7037,0.011970581,98.2,9,0,1,80
E01003981,Southwark 006F,1104,88529.37975,165.78559,11.460356,10.546011,312.36,4400.764706,0.00430646,88,19,3,6,80
E01003983,Southwark 018A,1033,19458.26469,25.16221,2.313954,12.544739,2235.17,5523.538462,0.003681621,172.2,0,0,0,80
E01003984,Southwark 023A,1016,46045.14994,62.587651,6.39382,7.853163,1026.5,13369.76471,0.003209677,121.2,4,2,1,80
E01003986,Southwark 011A,639,32965.50536,47.212238,3.767269,6.266668,593.39,15959,0.00710282,68.5,8,0,0,80
E01003987,Southwark 011B,901,56153.16279,77.755441,6.673859,7.576422,212.43,13246.14286,0.00517896,129.4,0,0,2,80
E01003988,Southwark 018B,1143,407024.3362,627.959166,9.146169,6.960726,1585.38,13191.57692,0.003077883,56.7,8,1,14,80
E01003989,Southwark 018C,1005,36186.44502,48.435433,4.321331,7.535193,340.02,14702.6087,0.005698722,79.9,9,0,8,80
E01003990,Southwark 018D,1109,39468.32693,49.910068,3.725594,6.786801,287.62,6965,0.003681621,149.2,0,0,4,
E01003991,Southwark 017C,609,32936.53604,43.036085,3.455641,8.40526,529.92,9004,0.008148999,153.1,0,0,0,
E01003992,Southwark 014A,817,35202.18382,47.038802,4.209022,10.903301,244.02,5313.75,0.009993941,202.4,0,0,0,57
E01003993,Southwark 017D,941,25472.12322,34.187538,3.140594,17.946048,215.2,10143.18182,0.008757384,199.7,0,0,1,67.5
E01003994,Southwark 012E,788,72809.70846,97.54593,7.71632,7.033894,544.36,6047.555556,0.006564194,105.7,6,2,1,80
E01003995,Southwark 014B,722,48914.78272,67.828597,5.781008,7.943797,182.42,5469.666667,0.013542171,215.6,0,0,2,67.5
E01003997,Southwark 017E,624,63079.64787,84.694665,6.647892,8.560706,726.83,7581,0.010442672,159.6,1,1,0,80
E01003998,Southwark 014D,745,44243.79412,60.357555,5.729351,7.852181,206.07,10221.69231,0.012131279,142.2,0,0,0,67.5
E01003999,Southwark 014E,768,42666.59664,55.88735,4.524068,8.236353,137.37,7114.25,0.007577004,164.1,0,0,0,
E01004000,Southwark 026A,1054,34616.2487,38.696526,3.732452,6.45916,558.77,6239.85,0.00581701,115.9,4,0,0,67.5
E01004001,Southwark 026B,895,29196.89038,29.983463,3.501988,6.241996,558.77,10192.71429,0.007203368,88.9,3,0,1,67.5
E01004002,Southwark 029A,904,21444.8398,21.397225,2.408009,6.016273,1731.78,2802.615385,0.005789648,47.7,0,0,0,
E01004003,Southwark 023B,960,425478.1426,649.41712,12.036538,6.922404,1369.35,15851,0.007377315,134.8,0,0,0,80
E01004004,Southwark 023C,1442,49389.45967,64.811298,6.528525,7.390401,1388.94,11268.2,0.00760332,127.6,1,0,2,80
E01004005,Southwark 023D,1216,29894.87717,39.466183,4.31112,6.904126,11281.06,9878.047619,0.007763119,144.7,6,1,0,80
E01004006,Southwark 023E,1130,29894.87717,39.466183,4.31112,6.147227,368.76,1303,0.007087411,130,1,0,0,67.5
E01004007,Southwark 018E,670,39468.32693,49.910068,3.725594,8.307355,2261.23,6228.333333,0.009679874,157.8,2,0,1,
E01004008,Southwark 022B,1043,42315.75719,57.206658,5.801183,9.353387,101,12873.15789,0.009049609,213.2,1,0,0,80
E01004010,Southwark 022D,788,87881.78711,112.488009,9.485088,7.50093,2327.04,11377.15152,0.009792074,118.7,13,0,4,80
E01004011,Southwark 019B,1150,45566.02991,55.281352,3.683905,7.710883,320.97,4752,0.009816662,184.9,0,0,0,
E01004012,Southwark 019C,1226,20010.06224,24.747858,1.41164,8.126083,596.02,8970.875,0.007152814,177.8,0,0,0,
E01004013,Southwark 019D,755,68423.52242,87.3258,7.171134,6.855721,124.15,5406,0.008662267,158.3,0,0,0,80
E01004014,Southwark 019E,932,20010.06224,24.747858,1.41164,9.781218,320.43,7966.142857,0.007521445,194.5,0,0,1,
E01004015,Southwark 028C,804,50069.97905,49.083807,5.985514,6.695425,1108.01,13197.625,0.007513605,27.2,0,0,0,80
E01004016,Southwark 029B,1303,32779.01637,32.167858,4.372824,6.159562,12202.26,5289.454545,0.005276595,41.1,2,0,1,
E01004017,Southwark 029C,783,45576.34702,44.663277,5.201569,7.232669,12202.26,18590.2,0.00374838,43.5,0,0,0,
E01004018,Southwark 032E,941,32437.19431,32.413973,3.774197,6.431443,935.08,14313.13333,0.0040974,70.6,5,1,0,
E01004019,Southwark 026C,1257,29196.89038,29.983463,3.501988,7.313645,403.16,8730.5,0.006418687,169.5,0,0,0,67.5
E01004020,Southwark 029D,869,35768.46009,36.088262,4.208356,8.320552,393724,6274,0.005768946,88.4,0,0,0,
E01004021,Southwark 028D,1076,34604.58713,34.799236,4.273833,7.314194,,21199.33333,0.006203679,139,1,1,0,67.5
E01004022,Southwark 004C,1668,32790.25931,50.573305,3.750742,8.701265,205.02,13478.91667,0.007358991,107,1,1,2,80
E01004023,Southwark 004D,871,15527.0387,22.673646,1.608442,7.88668,830.83,14158,0.009413641,134.7,8,1,0,80
E01004024,Southwark 011C,1049,32255.21903,45.946869,3.615818,10.204406,101.29,6652,0.00819417,154.5,0,0,1,72.5
E01004027,Southwark 003E,1154,120389.9299,298.062434,21.183786,15.940981,1625.88,8403.816901,0,68.5,40,3,7,80
E01004028,Southwark 004E,953,41301.72981,60.880193,4.278446,12.150282,304.06,12268.55556,0.012911982,137.8,0,1,0,72.5
E01004029,Southwark 001A,1088,36327.88134,83.810525,7.323082,9.009983,135.2,14231.73333,0.009116204,170.4,0,0,1,
E01004030,Southwark 007A,778,52399.08272,111.121026,9.068631,9.243763,354.98,13352,0.010905871,155.2,2,0,3,67.5
E01004031,Southwark 007B,1155,41530.97891,62.875219,6.2659,7.065566,24591.61,14927.25926,0.00677288,48.3,8,1,6,80
E01004032,Southwark 001B,945,25532.53692,47.433386,4.635849,9.116544,30981.38,,0.009116204,124.2,0,0,0,
E01004033,Southwark 007C,1198,30089.90806,44.86699,4.845148,9.549746,394.64,16800.76923,0.010905871,104.5,3,1,2,80
E01004034,Southwark 007D,841,30089.90806,44.86699,4.845148,10.406303,405.65,15296.90909,0.011730978,116.7,3,0,0,80
E01004035,Southwark 011D,796,58259.15924,86.148442,8.273276,7.739665,24591.61,12298.29412,0.008386287,72.3,0,0,2,80
E01004036,Southwark 007E,1053,29591.1132,47.059532,3.180598,11.755599,,15945.04348,0.006964384,207.8,7,0,0,80
E01004037,Southwark 010B,1012,28169.25118,41.281452,3.428128,9.23806,111.27,9437.590909,0.007494394,131.7,1,0,1,80
E01004038,Southwark 010C,1179,36186.44502,48.435433,4.321331,7.321368,2284.24,11853.78788,0.006339137,109,0,0,0,80
E01004039,Southwark 013B,840,44440.38729,63.671514,6.424732,7.842199,555.65,11429.90476,0.005892118,183.2,0,0,0,
E01004040,Southwark 013C,957,44440.38729,63.671514,6.424732,9.327369,919.45,15254.25714,0.009519719,161.5,0,1,0,80
E01004041,Southwark 013D,856,63898.65198,88.833723,8.738686,9.347535,370.18,13080.72727,0.006551992,216.1,0,0,0,80
E01004042,Southwark 010D,955,32255.21903,45.946869,3.615818,7.130268,232.39,6427.958333,0.007054495,115.8,8,1,2,72.5
E01004043,Southwark 010E,716,44440.38729,63.671514,6.424732,5.94606,1533.81,6302.071429,0.008602892,114.3,1,1,0,72.5
E01004044,Southwark 013E,746,44440.38729,63.671514,6.424732,8.62781,246.63,7665.545455,0.011970581,199.3,0,0,0,72.5
E01004045,Southwark 027A,769,20691.29415,20.901627,3.29541,11.16787,97.57,12718,0.009514498,243.7,0,0,0,67.5
E01004046,Southwark 028E,859,40994.36231,42.705318,5.792084,7.103012,2422.53,16943.33333,0.00598698,110.6,0,0,0,80
E01004047,Southwark 027B,799,16221.60431,17.169651,1.53723,8.302365,,13606,0.005387879,157.6,0,0,0,67.5
E01004048,Southwark 027C,791,56144.82992,56.011172,8.392837,6.105714,566.77,7664.75,0.005563014,39.3,0,1,0,67.5
E01004049,Southwark 027D,818,25642.10289,25.505899,3.753983,8.618912,268.34,12718,0.007126352,155.8,0,0,0,67.5
E01004050,Southwark 024D,747,68071.88993,80.251158,8.397859,6.605072,2683.73,10768.85714,0.007081429,79.9,2,0,1,67.5
E01004051,Southwark 027E,796,84293.49424,97.420809,9.935089,7.506359,370.86,12487.26316,0.005552725,91.5,0,1,0,80
E01004052,Southwark 024E,924,46247.26182,51.43512,5.567675,6.802559,2683.73,11548.11111,0.004544046,102.1,4,0,0,67.5
E01004053,Southwark 001C,965,47609.63463,120.111769,8.979683,8.325516,30981.38,10720.375,0.008760032,124.5,2,0,1,
E01004054,Southwark 001D,852,22059.25984,62.67962,3.225645,8.822099,4515.32,8636.125,0.00733397,134.3,0,1,0,
E01004055,Southwark 001E,648,15193.21502,43.085027,2.055508,6.318547,570.9,9105,0.008760032,65.6,0,0,0,
E01004056,Southwark 008A,1023,25650.61973,74.698035,3.851183,7.143304,1952.4,5354,0.006340559,110.1,1,0,0,
E01004057,Southwark 008B,763,21621.07519,40.649602,4.236941,6.615514,169.11,6539.2,0.006166934,61.6,3,0,0,
E01004058,Southwark 008C,869,20858.08614,41.926787,2.446806,10.596651,,,0.006084951,121.1,0,1,0,
E01004059,Southwark 008D,754,34182.78324,59.948698,5.809855,8.937176,6154.05,8317,0.004320976,47.4,6,0,4,
E01004060,Southwark 008E,985,51212.18839,87.709134,7.41754,9.275649,6154.05,11836.4,0.008257697,194.4,3,0,0,80
E01004061,Southwark 025A,939,69104.75433,83.479568,9.054904,6.639345,627.43,5129.642857,0.004654548,83.8,4,0,4,80
E01004062,Southwark 025B,1080,43160.56067,53.84814,5.983904,6.454585,,10550.82143,0.005654459,119.4,21,2,11,80
E01004063,Southwark 025C,1036,89407.82249,105.28326,11.551579,6.17425,,4549.307692,0.005518458,111.4,9,0,1,72.5
E01004064,Southwark 026D,1024,52054.38288,62.027912,6.989217,6.180756,3.56,10341.5,0.006031956,120.6,1,0,0,80
E01004065,Southwark 025D,760,40994.36231,42.705318,5.792084,6.528333,2525.91,19056,0.006123802,135.8,7,0,1,67.5
E01004066,Southwark 025E,1088,25555.96768,30.533493,2.272265,8.252305,179.4,9467.529412,0.00611998,151.4,0,0,0,80
E01004067,Southwark 022E,1085,48413.46018,62.577941,5.759494,7.794201,313.11,12699.40476,0.005734231,93.1,12,3,3,80
E01004068,Southwark 026E,1032,59091.76754,69.449646,7.813108,6.472558,34.9,5283.166667,0.007212386,109.2,4,0,2,67.5
E01004069,Southwark 031A,746,48315.33595,54.189337,7.037581,5.900625,562.8,12182.04651,0.002583897,15.7,1,0,0,80
E01004070,Southwark 031B,1011,49798.1892,50.526788,6.505154,6.432588,1027.07,10362.82143,0.005523882,61.7,0,0,0,72.5
E01004071,Southwark 030D,769,38770.85441,38.69877,6.157102,5.960294,913.6,13156,0.006115177,125.7,2,0,0,67.5
E01004072,Southwark 030E,866,24496.54254,27.347993,3.893494,6.727243,3741.99,7532.32,0.006124418,61.7,3,0,3,80
E01004073,Southwark 031C,1036,15497.02463,15.559994,2.106232,5.74997,45655.86,8815.5,0.003611447,96.7,5,1,0,67.5
E01004074,Southwark 031D,989,25628.90675,27.432117,3.272722,6.533488,2802.66,10144,0.004074833,53.3,7,0,1,80
E01004075,Southwark 031E,927,50634.15575,57.472392,7.315648,6.341381,2636.66,9562.840909,0.003850118,31.4,1,0,0,72.5
E01004076,Sutton 011A,818,344011.9423,417.6335,21.69279,5.287051,10851.65,16835.26087,0.003865472,4.3,2,1,0,72.5
E01004077,Sutton 011B,788,32698.30949,39.663357,4.332098,5.394565,16052.89,16579.92593,0.002532343,,7,0,0,80
E01004078,Sutton 011C,836,13916.56189,22.451496,2.095059,5.534258,10851.65,17000,0.001567971,50.1,0,1,0,62.5
E01004079,Sutton 011D,694,27920.67842,32.694738,3.612389,5.882108,40627.96,3894,0.000229891,,0,0,0,67.5
E01004080,Sutton 011E,667,21823.41835,31.334253,3.447725,5.106372,16052.89,21205.875,0.002385701,,0,0,0,80
E01004081,Sutton 011F,826,35968.81206,40.553784,5.346709,5.026088,1338.4,7278.5,0.002206206,,0,0,0,
E01004082,Sutton 011G,717,13364.91861,17.39414,1.909347,5.507207,25575.33,,0.002448912,,0,0,0,
E01004083,Sutton 019A,730,8571.769051,9.148285,0.876949,6.478338,200577.15,,0.004846623,,0,0,1,
E01004084,Sutton 024A,733,40012.74398,50.529584,5.915673,1.386815,1174.24,8203.8,0.001706579,,0,0,0,80
E01004085,Sutton 024B,798,44237.55377,55.155688,6.20091,5.144345,1192.59,8509.916667,0.005796192,,0,0,0,
E01004086,Sutton 019B,876,43943.43709,49.609995,6.421454,5.009811,2802.16,15747.97059,0.003005113,,12,0,1,
E01004087,Sutton 017A,733,21555.08209,25.720874,3.330868,5.435861,19002.83,6431.181818,0.002203274,,0,0,0,
E01004088,Sutton 019C,939,26445.32012,37.025013,3.761492,6.787622,194.93,,0.001757473,,0,0,0,
E01004089,Sutton 019D,693,19375.39502,22.363848,2.815163,5.111712,194.93,,0.005082873,,1,1,0,
E01004090,Sutton 021A,642,17956.31988,21.131935,4.393873,5.720875,437.25,2824.545455,0.004149415,,0,0,0,
E01004092,Sutton 022B,738,29849.73157,33.470276,5.675497,5.43707,1651.93,3651.333333,0.00177949,,0,0,0,
